"contest_num","task","nickname","contest_starts","first_solution_time"
1,A - A+B (Trial Problem),"0991798574n","2020-09-12 17:00:00","2020-09-15 22:03:00"
1,A - A+B (Trial Problem),"148512","2020-09-12 17:00:00","2020-09-14 11:39:00"
1,A - A+B (Trial Problem),"8michelle_weiss","2020-09-12 17:00:00","2020-09-16 18:48:00"
1,A - A+B (Trial Problem),Alexander429,"2020-09-12 17:00:00","2020-09-17 12:57:00"
1,A - A+B (Trial Problem),Alexander_Koshelev,"2020-09-12 17:00:00","2020-09-13 23:49:00"
1,A - A+B (Trial Problem),AlinaZemlev,"2020-09-12 17:00:00","2020-09-13 14:45:00"
1,A - A+B (Trial Problem),Andrei_Belenko,"2020-09-12 17:00:00","2020-09-17 22:45:00"
1,A - A+B (Trial Problem),Anise,"2020-09-12 17:00:00","2020-09-13 18:51:00"
1,A - A+B (Trial Problem),AntonRampage,"2020-09-12 17:00:00","2020-09-13 12:01:00"
1,A - A+B (Trial Problem),Arhimisha,"2020-09-12 17:00:00","2020-09-13 23:34:00"
1,A - A+B (Trial Problem),Artem1989,"2020-09-12 17:00:00","2020-09-12 18:00:00"
1,A - A+B (Trial Problem),ArtemTsukanov,"2020-09-12 17:00:00","2020-09-13 15:55:00"
1,A - A+B (Trial Problem),Artem_Dronov,"2020-09-12 17:00:00","2020-09-12 18:09:00"
1,A - A+B (Trial Problem),Asd_zxc,"2020-09-12 17:00:00","2020-09-12 21:48:00"
1,A - A+B (Trial Problem),Aver_Power,"2020-09-12 17:00:00","2020-09-14 16:22:00"
1,A - A+B (Trial Problem),Azamat_sab,"2020-09-12 17:00:00","2020-09-13 04:42:00"
1,A - A+B (Trial Problem),BasharovIlya,"2020-09-12 17:00:00","2020-09-16 22:21:00"
1,A - A+B (Trial Problem),BigBossPikachu,"2020-09-12 17:00:00","2020-09-15 19:30:00"
1,A - A+B (Trial Problem),Bugi_bugi,"2020-09-12 17:00:00","2020-09-14 23:13:00"
1,A - A+B (Trial Problem),CoolHawk,"2020-09-12 17:00:00","2020-09-15 14:03:00"
1,A - A+B (Trial Problem),Cosinus0,"2020-09-12 17:00:00","2020-09-14 09:00:00"
1,A - A+B (Trial Problem),DeutschGraf,"2020-09-12 17:00:00","2020-09-12 18:39:00"
1,A - A+B (Trial Problem),Dexter0,"2020-09-12 17:00:00","2020-09-13 11:25:00"
1,A - A+B (Trial Problem),DiSO,"2020-09-12 17:00:00","2020-09-15 13:04:00"
1,A - A+B (Trial Problem),DmitryDS,"2020-09-12 17:00:00","2020-09-12 22:26:00"
1,A - A+B (Trial Problem),EgorSavkin,"2020-09-12 17:00:00","2020-09-12 19:13:00"
1,A - A+B (Trial Problem),Egorokm19,"2020-09-12 17:00:00","2020-09-13 11:07:00"
1,A - A+B (Trial Problem),EienKotowaru,"2020-09-12 17:00:00","2020-09-12 22:01:00"
1,A - A+B (Trial Problem),FarSir,"2020-09-12 17:00:00","2020-09-12 19:02:00"
1,A - A+B (Trial Problem),Fianketto,"2020-09-12 17:00:00","2020-09-12 22:35:00"
1,A - A+B (Trial Problem),Gra37,"2020-09-12 17:00:00","2020-09-13 13:41:00"
1,A - A+B (Trial Problem),GreySS,"2020-09-12 17:00:00","2020-09-12 20:19:00"
1,A - A+B (Trial Problem),Huk_er,"2020-09-12 17:00:00","2020-09-12 22:05:00"
1,A - A+B (Trial Problem),IMDxD,"2020-09-12 17:00:00","2020-09-13 17:37:00"
1,A - A+B (Trial Problem),IVyazmin,"2020-09-12 17:00:00","2020-09-13 16:51:00"
1,A - A+B (Trial Problem),Ignatych,"2020-09-12 17:00:00","2020-09-17 00:23:00"
1,A - A+B (Trial Problem),IlyaPCP,"2020-09-12 17:00:00","2020-09-13 10:49:00"
1,A - A+B (Trial Problem),IlyasLatypov,"2020-09-12 17:00:00","2020-09-12 19:19:00"
1,A - A+B (Trial Problem),Jeditem,"2020-09-12 17:00:00","2020-09-14 00:35:00"
1,A - A+B (Trial Problem),JessSmith,"2020-09-12 17:00:00","2020-09-12 19:19:00"
1,A - A+B (Trial Problem),JunkieStyle,"2020-09-12 17:00:00","2020-09-17 17:41:00"
1,A - A+B (Trial Problem),JustML,"2020-09-12 17:00:00","2020-09-12 19:06:00"
1,A - A+B (Trial Problem),Karvenko,"2020-09-12 17:00:00","2020-09-12 20:50:00"
1,A - A+B (Trial Problem),KernelA,"2020-09-12 17:00:00","2020-09-12 19:12:00"
1,A - A+B (Trial Problem),KilAgen,"2020-09-12 17:00:00","2020-09-12 18:32:00"
1,A - A+B (Trial Problem),Kizz,"2020-09-12 17:00:00","2020-09-12 19:27:00"
1,A - A+B (Trial Problem),KotikKo,"2020-09-12 17:00:00","2020-09-12 20:50:00"
1,A - A+B (Trial Problem),KuznetsovLeonid,"2020-09-12 17:00:00","2020-09-14 18:37:00"
1,A - A+B (Trial Problem),Lubov_Kudrenok,"2020-09-12 17:00:00","2020-09-15 19:33:00"
1,A - A+B (Trial Problem),LunatiP,"2020-09-12 17:00:00","2020-09-17 17:31:00"
1,A - A+B (Trial Problem),MakhmutovaLiliya,"2020-09-12 17:00:00","2020-09-12 18:29:00"
1,A - A+B (Trial Problem),Malahai,"2020-09-12 17:00:00","2020-09-12 17:07:00"
1,A - A+B (Trial Problem),MargaritaNik,"2020-09-12 17:00:00","2020-09-13 02:58:00"
1,A - A+B (Trial Problem),Mary222,"2020-09-12 17:00:00","2020-09-12 21:35:00"
1,A - A+B (Trial Problem),Mornie,"2020-09-12 17:00:00","2020-09-12 21:23:00"
1,A - A+B (Trial Problem),Mykolesiko,"2020-09-12 17:00:00","2020-09-12 22:15:00"
1,A - A+B (Trial Problem),Nubithenoob,"2020-09-12 17:00:00","2020-09-13 16:10:00"
1,A - A+B (Trial Problem),Oleg__Trusov,"2020-09-12 17:00:00","2020-09-12 19:29:00"
1,A - A+B (Trial Problem),PavelMeld,"2020-09-12 17:00:00","2020-09-14 16:41:00"
1,A - A+B (Trial Problem),Pavel_shalnov,"2020-09-12 17:00:00","2020-09-13 21:01:00"
1,A - A+B (Trial Problem),PetrYurchenko,"2020-09-12 17:00:00","2020-09-12 22:05:00"
1,A - A+B (Trial Problem),PustotaPetr,"2020-09-12 17:00:00","2020-09-14 09:33:00"
1,A - A+B (Trial Problem),Pyo,"2020-09-12 17:00:00","2020-09-13 15:17:00"
1,A - A+B (Trial Problem),Rammi,"2020-09-12 17:00:00","2020-09-13 13:25:00"
1,A - A+B (Trial Problem),Ripper_1011,"2020-09-12 17:00:00","2020-09-12 17:16:00"
1,A - A+B (Trial Problem),RoZa,"2020-09-12 17:00:00","2020-09-12 18:58:00"
1,A - A+B (Trial Problem),Robur,"2020-09-12 17:00:00","2020-09-14 16:52:00"
1,A - A+B (Trial Problem),S.Suhantsev,"2020-09-12 17:00:00","2020-09-13 12:29:00"
1,A - A+B (Trial Problem),Safin,"2020-09-12 17:00:00","2020-09-14 14:17:00"
1,A - A+B (Trial Problem),SergeyNefedov,"2020-09-12 17:00:00","2020-09-12 17:35:00"
1,A - A+B (Trial Problem),Sevarius,"2020-09-12 17:00:00","2020-09-13 22:22:00"
1,A - A+B (Trial Problem),ShevchukAlex,"2020-09-12 17:00:00","2020-09-14 17:16:00"
1,A - A+B (Trial Problem),Sokoloid,"2020-09-12 17:00:00","2020-09-13 21:20:00"
1,A - A+B (Trial Problem),Toks,"2020-09-12 17:00:00","2020-09-12 23:55:00"
1,A - A+B (Trial Problem),Unmagian,"2020-09-12 17:00:00","2020-09-13 22:32:00"
1,A - A+B (Trial Problem),UsatiyNyan,"2020-09-12 17:00:00","2020-09-14 22:25:00"
1,A - A+B (Trial Problem),Vanster,"2020-09-12 17:00:00","2020-09-14 20:20:00"
1,A - A+B (Trial Problem),Vetik,"2020-09-12 17:00:00","2020-09-13 17:12:00"
1,A - A+B (Trial Problem),VirHos,"2020-09-12 17:00:00","2020-09-15 16:22:00"
1,A - A+B (Trial Problem),Wag0nWheels,"2020-09-12 17:00:00","2020-09-13 18:23:00"
1,A - A+B (Trial Problem),Yanina_K,"2020-09-12 17:00:00","2020-09-12 21:06:00"
1,A - A+B (Trial Problem),Ziby1010,"2020-09-12 17:00:00","2020-09-13 10:37:00"
1,A - A+B (Trial Problem),Zmeyoff,"2020-09-12 17:00:00","2020-09-14 02:30:00"
1,A - A+B (Trial Problem),__Andrewy__,"2020-09-12 17:00:00","2020-09-13 09:39:00"
1,A - A+B (Trial Problem),_ctacukoc_,"2020-09-12 17:00:00","2020-09-12 19:51:00"
1,A - A+B (Trial Problem),a.m.tsitulskiy,"2020-09-12 17:00:00","2020-09-14 23:01:00"
1,A - A+B (Trial Problem),a.starikov,"2020-09-12 17:00:00","2020-09-12 19:06:00"
1,A - A+B (Trial Problem),abramova.katia,"2020-09-12 17:00:00","2020-09-12 19:08:00"
1,A - A+B (Trial Problem),achurkin,"2020-09-12 17:00:00","2020-09-13 16:51:00"
1,A - A+B (Trial Problem),adement,"2020-09-12 17:00:00","2020-09-15 15:55:00"
1,A - A+B (Trial Problem),adil17ds,"2020-09-12 17:00:00","2020-09-13 20:20:00"
1,A - A+B (Trial Problem),ainureg,"2020-09-12 17:00:00","2020-09-14 00:01:00"
1,A - A+B (Trial Problem),albert_goryaeff,"2020-09-12 17:00:00","2020-09-12 19:45:00"
1,A - A+B (Trial Problem),alekandr.tarelkin,"2020-09-12 17:00:00","2020-09-14 11:19:00"
1,A - A+B (Trial Problem),alekxd,"2020-09-12 17:00:00","2020-09-14 15:40:00"
1,A - A+B (Trial Problem),alexandrpankratov9,"2020-09-12 17:00:00","2020-09-12 17:13:00"
1,A - A+B (Trial Problem),alexey_opolchenov,"2020-09-12 17:00:00","2020-09-14 18:58:00"
1,A - A+B (Trial Problem),alexeydukhovich,"2020-09-12 17:00:00","2020-09-18 14:49:00"
1,A - A+B (Trial Problem),alexiv95.95,"2020-09-12 17:00:00","2020-09-12 19:33:00"
1,A - A+B (Trial Problem),aliaksandr.shcharbitski,"2020-09-12 17:00:00","2020-09-12 21:58:00"
1,A - A+B (Trial Problem),alibek_lfc,"2020-09-12 17:00:00","2020-09-15 21:14:00"
1,A - A+B (Trial Problem),alimantu,"2020-09-12 17:00:00","2020-09-17 00:48:00"
1,A - A+B (Trial Problem),alishabr,"2020-09-12 17:00:00","2020-09-13 11:29:00"
1,A - A+B (Trial Problem),ananasnya,"2020-09-12 17:00:00","2020-09-13 16:45:00"
1,A - A+B (Trial Problem),andreiAP,"2020-09-12 17:00:00","2020-09-16 10:25:00"
1,A - A+B (Trial Problem),andrey91,"2020-09-12 17:00:00","2020-09-12 19:13:00"
1,A - A+B (Trial Problem),androidegsensation,"2020-09-12 17:00:00","2020-09-17 23:55:00"
1,A - A+B (Trial Problem),aniko,"2020-09-12 17:00:00","2020-09-13 16:42:00"
1,A - A+B (Trial Problem),ann_gerasimchik,"2020-09-12 17:00:00","2020-09-13 14:10:00"
1,A - A+B (Trial Problem),anyamb,"2020-09-12 17:00:00","2020-09-13 03:39:00"
1,A - A+B (Trial Problem),aorew,"2020-09-12 17:00:00","2020-09-15 19:01:00"
1,A - A+B (Trial Problem),artfowl,"2020-09-12 17:00:00","2020-09-13 14:09:00"
1,A - A+B (Trial Problem),artysav97,"2020-09-12 17:00:00","2020-09-13 15:47:00"
1,A - A+B (Trial Problem),asv715,"2020-09-12 17:00:00","2020-09-13 11:32:00"
1,A - A+B (Trial Problem),asviel,"2020-09-12 17:00:00","2020-09-13 20:47:00"
1,A - A+B (Trial Problem),asyash26,"2020-09-12 17:00:00","2020-09-13 19:34:00"
1,A - A+B (Trial Problem),azapletin,"2020-09-12 17:00:00","2020-09-13 15:17:00"
1,A - A+B (Trial Problem),babina.daria,"2020-09-12 17:00:00","2020-09-12 23:09:00"
1,A - A+B (Trial Problem),badlo_v,"2020-09-12 17:00:00","2020-09-14 17:45:00"
1,A - A+B (Trial Problem),berlios,"2020-09-12 17:00:00","2020-09-15 23:29:00"
1,A - A+B (Trial Problem),biquaternion,"2020-09-12 17:00:00","2020-09-13 03:04:00"
1,A - A+B (Trial Problem),birlikov,"2020-09-12 17:00:00","2020-09-14 09:18:00"
1,A - A+B (Trial Problem),brutalfacepalm,"2020-09-12 17:00:00","2020-09-13 11:15:00"
1,A - A+B (Trial Problem),cherninkiy,"2020-09-12 17:00:00","2020-09-13 20:49:00"
1,A - A+B (Trial Problem),cmepthbiu,"2020-09-12 17:00:00","2020-09-13 16:52:00"
1,A - A+B (Trial Problem),cvetvitaly,"2020-09-12 17:00:00","2020-09-14 11:52:00"
1,A - A+B (Trial Problem),cyrus_msk,"2020-09-12 17:00:00","2020-09-13 22:23:00"
1,A - A+B (Trial Problem),d.a.gornostaev,"2020-09-12 17:00:00","2020-09-16 22:09:00"
1,A - A+B (Trial Problem),d.pronin,"2020-09-12 17:00:00","2020-09-16 00:47:00"
1,A - A+B (Trial Problem),danya_hm,"2020-09-12 17:00:00","2020-09-13 14:07:00"
1,A - A+B (Trial Problem),dertty,"2020-09-12 17:00:00","2020-09-16 14:48:00"
1,A - A+B (Trial Problem),dimared,"2020-09-12 17:00:00","2020-09-16 17:29:00"
1,A - A+B (Trial Problem),dirvuk,"2020-09-12 17:00:00","2020-09-13 17:30:00"
1,A - A+B (Trial Problem),dkulemin,"2020-09-12 17:00:00","2020-09-13 13:39:00"
1,A - A+B (Trial Problem),dmitri.silantiev,"2020-09-12 17:00:00","2020-09-13 16:02:00"
1,A - A+B (Trial Problem),dmitry.okhotnikov,"2020-09-12 17:00:00","2020-09-14 08:29:00"
1,A - A+B (Trial Problem),dominator124,"2020-09-12 17:00:00","2020-09-12 19:26:00"
1,A - A+B (Trial Problem),dyakin.nikolay,"2020-09-12 17:00:00","2020-09-12 20:44:00"
1,A - A+B (Trial Problem),easyguy_made,"2020-09-12 17:00:00","2020-09-13 10:10:00"
1,A - A+B (Trial Problem),empty_kettle,"2020-09-12 17:00:00","2020-09-16 02:19:00"
1,A - A+B (Trial Problem),erik_mv,"2020-09-12 17:00:00","2020-09-12 20:27:00"
1,A - A+B (Trial Problem),ermekaitygulov,"2020-09-12 17:00:00","2020-09-14 11:42:00"
1,A - A+B (Trial Problem),evgenyto,"2020-09-12 17:00:00","2020-09-13 23:50:00"
1,A - A+B (Trial Problem),evgerher1,"2020-09-12 17:00:00","2020-09-12 18:40:00"
1,A - A+B (Trial Problem),exotol,"2020-09-12 17:00:00","2020-09-12 20:30:00"
1,A - A+B (Trial Problem),fahenrgeit,"2020-09-12 17:00:00","2020-09-13 07:43:00"
1,A - A+B (Trial Problem),fiztehno,"2020-09-12 17:00:00","2020-09-13 10:11:00"
1,A - A+B (Trial Problem),fizyamat,"2020-09-12 17:00:00","2020-09-12 21:22:00"
1,A - A+B (Trial Problem),fizz.buzz,"2020-09-12 17:00:00","2020-09-13 00:20:00"
1,A - A+B (Trial Problem),folkl,"2020-09-12 17:00:00","2020-09-13 12:02:00"
1,A - A+B (Trial Problem),fomin.fyodor,"2020-09-12 17:00:00","2020-09-14 17:50:00"
1,A - A+B (Trial Problem),frantotti,"2020-09-12 17:00:00","2020-09-12 19:53:00"
1,A - A+B (Trial Problem),garistvlad,"2020-09-12 17:00:00","2020-09-14 02:14:00"
1,A - A+B (Trial Problem),gimme_danger,"2020-09-12 17:00:00","2020-09-12 17:29:00"
1,A - A+B (Trial Problem),gosix22,"2020-09-12 17:00:00","2020-09-12 20:37:00"
1,A - A+B (Trial Problem),griddic,"2020-09-12 17:00:00","2020-09-16 04:18:00"
1,A - A+B (Trial Problem),gruzenko.e,"2020-09-12 17:00:00","2020-09-12 17:57:00"
1,A - A+B (Trial Problem),hanna_by,"2020-09-12 17:00:00","2020-09-13 19:04:00"
1,A - A+B (Trial Problem),happycookie,"2020-09-12 17:00:00","2020-09-16 15:53:00"
1,A - A+B (Trial Problem),happyhooter,"2020-09-12 17:00:00","2020-09-13 10:23:00"
1,A - A+B (Trial Problem),heaphop,"2020-09-12 17:00:00","2020-09-13 17:06:00"
1,A - A+B (Trial Problem),iavdonin,"2020-09-12 17:00:00","2020-09-14 12:12:00"
1,A - A+B (Trial Problem),ildarcho,"2020-09-12 17:00:00","2020-09-14 21:10:00"
1,A - A+B (Trial Problem),ilya_milyutin,"2020-09-12 17:00:00","2020-09-16 10:06:00"
1,A - A+B (Trial Problem),impersonalis,"2020-09-12 17:00:00","2020-09-13 01:34:00"
1,A - A+B (Trial Problem),indigo7,"2020-09-12 17:00:00","2020-09-17 23:54:00"
1,A - A+B (Trial Problem),ioiein,"2020-09-12 17:00:00","2020-09-13 09:22:00"
1,A - A+B (Trial Problem),irina_shch,"2020-09-12 17:00:00","2020-09-12 20:10:00"
1,A - A+B (Trial Problem),irinka_ta,"2020-09-12 17:00:00","2020-09-14 21:15:00"
1,A - A+B (Trial Problem),ivangood67,"2020-09-12 17:00:00","2020-09-13 12:04:00"
1,A - A+B (Trial Problem),ivkonst,"2020-09-12 17:00:00","2020-09-17 15:35:00"
1,A - A+B (Trial Problem),kadetfrolov,"2020-09-12 17:00:00","2020-09-12 21:58:00"
1,A - A+B (Trial Problem),kaip,"2020-09-12 17:00:00","2020-09-14 00:01:00"
1,A - A+B (Trial Problem),kat6123,"2020-09-12 17:00:00","2020-09-13 19:44:00"
1,A - A+B (Trial Problem),kay_si,"2020-09-12 17:00:00","2020-09-16 00:36:00"
1,A - A+B (Trial Problem),kbrodt,"2020-09-12 17:00:00","2020-09-12 23:00:00"
1,A - A+B (Trial Problem),kepolol,"2020-09-12 17:00:00","2020-09-13 14:05:00"
1,A - A+B (Trial Problem),ketzer,"2020-09-12 17:00:00","2020-09-12 21:22:00"
1,A - A+B (Trial Problem),kirillmakarovmain,"2020-09-12 17:00:00","2020-09-15 17:44:00"
1,A - A+B (Trial Problem),kpotoh,"2020-09-12 17:00:00","2020-09-15 15:58:00"
1,A - A+B (Trial Problem),krtch,"2020-09-12 17:00:00","2020-09-15 17:56:00"
1,A - A+B (Trial Problem),krveronika0191,"2020-09-12 17:00:00","2020-09-14 10:32:00"
1,A - A+B (Trial Problem),ksizova,"2020-09-12 17:00:00","2020-09-16 19:25:00"
1,A - A+B (Trial Problem),kudriashovs,"2020-09-12 17:00:00","2020-09-14 17:38:00"
1,A - A+B (Trial Problem),kuksha,"2020-09-12 17:00:00","2020-09-13 17:00:00"
1,A - A+B (Trial Problem),lKoteuka,"2020-09-12 17:00:00","2020-09-12 17:35:00"
1,A - A+B (Trial Problem),lainer991,"2020-09-12 17:00:00","2020-09-12 22:27:00"
1,A - A+B (Trial Problem),laol777,"2020-09-12 17:00:00","2020-09-12 19:33:00"
1,A - A+B (Trial Problem),lena.antonova,"2020-09-12 17:00:00","2020-09-17 09:36:00"
1,A - A+B (Trial Problem),linatka,"2020-09-12 17:00:00","2020-09-17 21:25:00"
1,A - A+B (Trial Problem),liza.avsyannik,"2020-09-12 17:00:00","2020-09-12 17:25:00"
1,A - A+B (Trial Problem),llevcono,"2020-09-12 17:00:00","2020-09-14 13:55:00"
1,A - A+B (Trial Problem),m.shalankin,"2020-09-12 17:00:00","2020-09-12 17:15:00"
1,A - A+B (Trial Problem),magleb,"2020-09-12 17:00:00","2020-09-12 18:47:00"
1,A - A+B (Trial Problem),makhanko.maksim89,"2020-09-12 17:00:00","2020-09-14 12:21:00"
1,A - A+B (Trial Problem),mapryl,"2020-09-12 17:00:00","2020-09-13 13:42:00"
1,A - A+B (Trial Problem),markhubbatulin,"2020-09-12 17:00:00","2020-09-15 23:18:00"
1,A - A+B (Trial Problem),marsenyi,"2020-09-12 17:00:00","2020-09-13 18:21:00"
1,A - A+B (Trial Problem),maryia,"2020-09-12 17:00:00","2020-09-12 21:56:00"
1,A - A+B (Trial Problem),mat90x,"2020-09-12 17:00:00","2020-09-16 12:31:00"
1,A - A+B (Trial Problem),matiiv,"2020-09-12 17:00:00","2020-09-13 14:13:00"
1,A - A+B (Trial Problem),maxima1ist,"2020-09-12 17:00:00","2020-09-12 21:43:00"
1,A - A+B (Trial Problem),maximkermit,"2020-09-12 17:00:00","2020-09-13 21:11:00"
1,A - A+B (Trial Problem),miffka1992,"2020-09-12 17:00:00","2020-09-14 18:47:00"
1,A - A+B (Trial Problem),mikhail.gashkov,"2020-09-12 17:00:00","2020-09-13 07:58:00"
1,A - A+B (Trial Problem),mirpulatov,"2020-09-12 17:00:00","2020-09-15 12:59:00"
1,A - A+B (Trial Problem),mivankin,"2020-09-12 17:00:00","2020-09-12 22:54:00"
1,A - A+B (Trial Problem),mlyundin,"2020-09-12 17:00:00","2020-09-12 18:44:00"
1,A - A+B (Trial Problem),mmcclure,"2020-09-12 17:00:00","2020-09-13 13:07:00"
1,A - A+B (Trial Problem),munin.evgenii,"2020-09-12 17:00:00","2020-09-12 18:45:00"
1,A - A+B (Trial Problem),mzav,"2020-09-12 17:00:00","2020-09-12 20:16:00"
1,A - A+B (Trial Problem),n_makarevi4,"2020-09-12 17:00:00","2020-09-18 23:42:00"
1,A - A+B (Trial Problem),nati,"2020-09-12 17:00:00","2020-09-12 20:25:00"
1,A - A+B (Trial Problem),naumovsk,"2020-09-12 17:00:00","2020-09-13 03:40:00"
1,A - A+B (Trial Problem),neurophysicist,"2020-09-12 17:00:00","2020-09-12 17:26:00"
1,A - A+B (Trial Problem),ngkishmaria,"2020-09-12 17:00:00","2020-09-12 18:50:00"
1,A - A+B (Trial Problem),nordream,"2020-09-12 17:00:00","2020-09-13 08:22:00"
1,A - A+B (Trial Problem),norron,"2020-09-12 17:00:00","2020-09-15 19:14:00"
1,A - A+B (Trial Problem),novokolg,"2020-09-12 17:00:00","2020-09-12 19:35:00"
1,A - A+B (Trial Problem),nurrik,"2020-09-12 17:00:00","2020-09-16 21:13:00"
1,A - A+B (Trial Problem),obatek,"2020-09-12 17:00:00","2020-09-13 14:48:00"
1,A - A+B (Trial Problem),obkyrush,"2020-09-12 17:00:00","2020-09-12 19:30:00"
1,A - A+B (Trial Problem),okate88,"2020-09-12 17:00:00","2020-09-14 19:00:00"
1,A - A+B (Trial Problem),old.flanigan,"2020-09-12 17:00:00","2020-09-15 15:50:00"
1,A - A+B (Trial Problem),oleg.osipov,"2020-09-12 17:00:00","2020-09-14 00:33:00"
1,A - A+B (Trial Problem),oleg_nazarov,"2020-09-12 17:00:00","2020-09-13 14:18:00"
1,A - A+B (Trial Problem),olegshchegolev,"2020-09-12 17:00:00","2020-09-13 02:05:00"
1,A - A+B (Trial Problem),olga.novitskaya,"2020-09-12 17:00:00","2020-09-14 13:05:00"
1,A - A+B (Trial Problem),ooptyp,"2020-09-12 17:00:00","2020-09-13 17:22:00"
1,A - A+B (Trial Problem),pankratova.dasha,"2020-09-12 17:00:00","2020-09-13 19:33:00"
1,A - A+B (Trial Problem),pikadzilla,"2020-09-12 17:00:00","2020-09-15 07:52:00"
1,A - A+B (Trial Problem),pilnakot,"2020-09-12 17:00:00","2020-09-13 17:09:00"
1,A - A+B (Trial Problem),plato_001,"2020-09-12 17:00:00","2020-09-15 17:22:00"
1,A - A+B (Trial Problem),plokoon,"2020-09-12 17:00:00","2020-09-12 18:44:00"
1,A - A+B (Trial Problem),polikutinevgeny,"2020-09-12 17:00:00","2020-09-13 05:50:00"
1,A - A+B (Trial Problem),pollytur,"2020-09-12 17:00:00","2020-09-18 18:11:00"
1,A - A+B (Trial Problem),polovnikovpv,"2020-09-12 17:00:00","2020-09-12 19:12:00"
1,A - A+B (Trial Problem),qmakar,"2020-09-12 17:00:00","2020-09-14 14:15:00"
1,A - A+B (Trial Problem),raisedtoward,"2020-09-12 17:00:00","2020-09-18 18:41:00"
1,A - A+B (Trial Problem),robspb,"2020-09-12 17:00:00","2020-09-15 23:29:00"
1,A - A+B (Trial Problem),rodion.latypov,"2020-09-12 17:00:00","2020-09-13 00:07:00"
1,A - A+B (Trial Problem),roman.4erkasov,"2020-09-12 17:00:00","2020-09-13 03:07:00"
1,A - A+B (Trial Problem),roman.novokshanov,"2020-09-12 17:00:00","2020-09-12 20:16:00"
1,A - A+B (Trial Problem),rritka,"2020-09-12 17:00:00","2020-09-12 21:15:00"
1,A - A+B (Trial Problem),rsnetkov,"2020-09-12 17:00:00","2020-09-13 16:18:00"
1,A - A+B (Trial Problem),rudwell,"2020-09-12 17:00:00","2020-09-12 17:15:00"
1,A - A+B (Trial Problem),ryabart,"2020-09-12 17:00:00","2020-09-13 14:47:00"
1,A - A+B (Trial Problem),sabraganets,"2020-09-12 17:00:00","2020-09-13 00:34:00"
1,A - A+B (Trial Problem),semenalekhin,"2020-09-12 17:00:00","2020-09-18 23:43:00"
1,A - A+B (Trial Problem),senior-sigan,"2020-09-12 17:00:00","2020-09-12 19:51:00"
1,A - A+B (Trial Problem),sera,"2020-09-12 17:00:00","2020-09-13 18:32:00"
1,A - A+B (Trial Problem),sergey_msu,"2020-09-12 17:00:00","2020-09-13 12:25:00"
1,A - A+B (Trial Problem),sergeyryabukhin,"2020-09-12 17:00:00","2020-09-13 14:32:00"
1,A - A+B (Trial Problem),shatty,"2020-09-12 17:00:00","2020-09-12 19:51:00"
1,A - A+B (Trial Problem),shnon_bell,"2020-09-12 17:00:00","2020-09-15 14:11:00"
1,A - A+B (Trial Problem),shubinsa,"2020-09-12 17:00:00","2020-09-14 00:09:00"
1,A - A+B (Trial Problem),sinyaevmaxim,"2020-09-12 17:00:00","2020-09-12 20:54:00"
1,A - A+B (Trial Problem),siraziev,"2020-09-12 17:00:00","2020-09-13 11:46:00"
1,A - A+B (Trial Problem),soldatenkoes,"2020-09-12 17:00:00","2020-09-14 12:47:00"
1,A - A+B (Trial Problem),somal,"2020-09-12 17:00:00","2020-09-18 16:26:00"
1,A - A+B (Trial Problem),soslan.tabuev,"2020-09-12 17:00:00","2020-09-12 17:31:00"
1,A - A+B (Trial Problem),spin_to_win,"2020-09-12 17:00:00","2020-09-15 17:30:00"
1,A - A+B (Trial Problem),sviatoslavteslenko,"2020-09-12 17:00:00","2020-09-14 10:31:00"
1,A - A+B (Trial Problem),teazizov,"2020-09-12 17:00:00","2020-09-13 16:10:00"
1,A - A+B (Trial Problem),tgolubeva,"2020-09-12 17:00:00","2020-09-15 16:59:00"
1,A - A+B (Trial Problem),titika2013,"2020-09-12 17:00:00","2020-09-13 16:54:00"
1,A - A+B (Trial Problem),tohich51,"2020-09-12 17:00:00","2020-09-15 19:47:00"
1,A - A+B (Trial Problem),torrero,"2020-09-12 17:00:00","2020-09-13 16:53:00"
1,A - A+B (Trial Problem),toryinside,"2020-09-12 17:00:00","2020-09-13 16:15:00"
1,A - A+B (Trial Problem),ubivawka,"2020-09-12 17:00:00","2020-09-13 14:05:00"
1,A - A+B (Trial Problem),user_vi,"2020-09-12 17:00:00","2020-09-13 17:22:00"
1,A - A+B (Trial Problem),v.lenshin,"2020-09-12 17:00:00","2020-09-13 01:04:00"
1,A - A+B (Trial Problem),v.makarenko,"2020-09-12 17:00:00","2020-09-12 21:55:00"
1,A - A+B (Trial Problem),vasikos,"2020-09-12 17:00:00","2020-09-15 11:02:00"
1,A - A+B (Trial Problem),vbrn,"2020-09-12 17:00:00","2020-09-12 20:48:00"
1,A - A+B (Trial Problem),viconstel,"2020-09-12 17:00:00","2020-09-15 12:12:00"
1,A - A+B (Trial Problem),vivaXAPOH,"2020-09-12 17:00:00","2020-09-13 19:28:00"
1,A - A+B (Trial Problem),vkorennoj,"2020-09-12 17:00:00","2020-09-15 15:06:00"
1,A - A+B (Trial Problem),vl.n.ermakov,"2020-09-12 17:00:00","2020-09-13 22:53:00"
1,A - A+B (Trial Problem),vladimirzenin,"2020-09-12 17:00:00","2020-09-13 23:20:00"
1,A - A+B (Trial Problem),vlbakulev,"2020-09-12 17:00:00","2020-09-13 13:32:00"
