"contest_num","nickname","passed_time"
2,FarSir,345780
2,DeutschGraf,345660
2,markhubbatulin,345540
2,"8michelle_weiss",345480
2,ngkishmaria,345480
2,adil17ds,345420
2,babina.daria,345360
2,Anise,345300
2,ainureg,345300
2,ainureg,345300
2,ngkishmaria,345000
2,ngkishmaria,345000
2,viconstel,345000
2,ngkishmaria,344700
2,cyrus_msk,344580
2,viconstel,344520
2,FarSir,344520
2,alibek_lfc,344460
2,ainureg,344340
2,ainureg,344220
2,ainureg,344160
2,ngkishmaria,344160
2,cyrus_msk,344160
2,siraziev,344100
2,FarSir,344040
2,ainureg,343920
2,viconstel,343920
2,alibek_lfc,343860
2,Wag0nWheels,343860
2,ainureg,343740
2,empty_kettle,343680
2,empty_kettle,343620
2,brutalfacepalm,343620
2,viconstel,343500
2,Vetik,343500
2,empty_kettle,343440
2,empty_kettle,343140
2,adement,343140
2,adement,343020
2,frantotti,342900
2,roman.4erkasov,342780
2,teazizov,342600
2,roman.4erkasov,342420
2,Aver_Power,342000
2,berlios,341940
2,mapryl,341940
2,Vetik,341880
2,roman.4erkasov,341760
2,a.m.tsitulskiy,341760
2,fiztehno,341580
2,ngkishmaria,341520
2,okate88,341340
2,a.m.tsitulskiy,341280
2,a.m.tsitulskiy,341280
2,alibek_lfc,341280
2,a.m.tsitulskiy,341220
2,a.m.tsitulskiy,341220
2,a.m.tsitulskiy,341160
2,AlinaZemlev,341100
2,a.m.tsitulskiy,341040
2,a.m.tsitulskiy,340980
2,a.m.tsitulskiy,340980
2,kay_si,340920
2,fiztehno,340920
2,frantotti,340920
2,mapryl,340860
2,fiztehno,340800
2,a.m.tsitulskiy,340680
2,a.m.tsitulskiy,340440
2,siraziev,340440
2,fiztehno,340380
2,DeutschGraf,340380
2,mapryl,340380
2,DeutschGraf,340380
2,okate88,340320
2,babina.daria,340140
2,okate88,340140
2,tohich51,340140
2,DeutschGraf,340080
2,mapryl,340020
2,Aver_Power,339960
2,DeutschGraf,339960
2,Aver_Power,339840
2,mapryl,339660
2,Egorokm19,339540
2,mapryl,339480
2,mapryl,339480
2,"148512",339360
2,vkorennoj,339000
2,frantotti,338940
2,tohich51,338760
2,tohich51,338100
2,tohich51,338040
2,sergey_msu,337980
2,Vetik,337920
2,tohich51,337800
2,tohich51,337800
2,tgolubeva,337800
2,Vetik,337620
2,sviatoslavteslenko,337440
2,roman.4erkasov,337260
2,cmepthbiu,337200
2,adement,337140
2,adement,337080
2,roman.4erkasov,336960
2,Yanina_K,336600
2,babina.daria,336420
2,babina.daria,336360
2,viconstel,336300
2,berlios,336120
2,viconstel,336060
2,viconstel,335760
2,novokolg,335760
2,fiztehno,335580
2,fiztehno,335580
2,roman.4erkasov,335400
2,roman.4erkasov,335400
2,Vetik,335280
2,Vetik,335280
2,Vetik,335220
2,novokolg,335160
2,babina.daria,335100
2,novokolg,334860
2,novokolg,334860
2,Sokoloid,334620
2,Sokoloid,334560
2,garistvlad,334260
2,Yanina_K,334080
2,artysav97,334020
2,Sevarius,333900
2,Yanina_K,333660
2,alishabr,333540
2,alishabr,333540
2,alishabr,333300
2,alishabr,333300
2,alishabr,333240
2,Sevarius,333240
2,Sevarius,333240
2,tgolubeva,333120
2,siraziev,332880
2,vkorennoj,332880
2,vkorennoj,332760
2,VirHos,332700
2,VirHos,332640
2,vkorennoj,332640
2,vkorennoj,332580
2,VirHos,332580
2,roman.4erkasov,332340
2,adil17ds,332340
2,soldatenkoes,332160
2,rsnetkov,332160
2,dkulemin,331980
2,viconstel,331980
2,fiztehno,331860
2,"148512",331740
2,roman.4erkasov,331740
2,rsnetkov,331740
2,viconstel,331500
2,alekandr.tarelkin,331440
2,rsnetkov,331440
2,roman.4erkasov,331260
2,vkorennoj,331020
2,viconstel,330960
2,roman.4erkasov,330900
2,evgenyto,330780
2,vkorennoj,330780
2,roman.4erkasov,330780
2,rsnetkov,330720
2,vkorennoj,330720
2,roman.4erkasov,330660
2,Sokoloid,330660
2,"148512",330360
2,fiztehno,330360
2,Sevarius,330180
2,wrath90,330180
2,roman.4erkasov,330120
2,fiztehno,330120
2,wrath90,329940
2,viconstel,329940
2,Oleg__Trusov,329940
2,Oleg__Trusov,329940
2,Oleg__Trusov,329880
2,KilAgen,329880
2,roman.4erkasov,329820
2,KilAgen,329820
2,teazizov,329700
2,Oleg__Trusov,329700
2,Oleg__Trusov,329640
2,Sevarius,329580
2,rsnetkov,329400
2,sergey_msu,329340
2,berlios,329280
2,sergey_msu,329280
2,roman.4erkasov,329100
2,roman.4erkasov,329040
2,kat6123,328980
2,roman.4erkasov,328920
2,kat6123,328920
2,roman.4erkasov,328860
2,Sevarius,328860
2,Sevarius,328800
2,AlinaZemlev,328500
2,evgenyto,328500
2,alekandr.tarelkin,328500
2,Oleg__Trusov,328440
2,roman.4erkasov,328440
2,hanna_by,328380
2,Oleg__Trusov,328380
2,roman.4erkasov,328320
2,FarSir,328140
2,cmepthbiu,328140
2,FarSir,328020
2,evgenyto,327900
2,alexey_opolchenov,327900
2,pikadzilla,327840
2,AlinaZemlev,327840
2,viconstel,327840
2,roman.4erkasov,327720
2,viconstel,327660
2,roman.4erkasov,327480
2,sergey_msu,327480
2,viconstel,327420
2,sergey_msu,327360
2,pikadzilla,327240
2,sergey_msu,327240
2,sergey_msu,327060
2,pikadzilla,327060
2,roman.4erkasov,327000
2,roman.4erkasov,326940
2,abramova.katia,326760
2,abramova.katia,326760
2,sergey_msu,326640
2,Mykolesiko,326580
2,ShevchukAlex,326580
2,FarSir,325980
2,FarSir,325980
2,fiztehno,325920
2,alekandr.tarelkin,325860
2,Dexter0,325680
2,fiztehno,325620
2,abramova.katia,325620
2,Dexter0,325620
2,Dexter0,325560
2,Dexter0,325440
2,fiztehno,325380
2,abramova.katia,325320
2,Aver_Power,325200
2,alekandr.tarelkin,325020
2,roman.4erkasov,325020
2,Aver_Power,324900
2,Dexter0,324720
2,alexey_opolchenov,324720
2,IlyaPCP,324420
2,rsnetkov,324300
2,polovnikovpv,324180
2,FarSir,324060
2,KernelA,323940
2,KernelA,323880
2,PustotaPetr,323760
2,rsnetkov,323400
2,krveronika0191,323340
2,folkl,323220
2,krveronika0191,323220
2,folkl,323040
2,titika2013,322980
2,titika2013,322920
2,exotol,322860
2,ann_gerasimchik,322560
2,rsnetkov,322560
2,biquaternion,322500
2,gosix22,322380
2,sergey_msu,322380
2,titika2013,322080
2,titika2013,322080
2,mivankin,321900
2,berlios,321840
2,Sokoloid,321840
2,PustotaPetr,321360
2,berlios,321300
2,Aver_Power,321180
2,titika2013,321180
2,titika2013,321060
2,titika2013,321060
2,titika2013,321000
2,mivankin,321000
2,alishabr,321000
2,alishabr,320940
2,Aver_Power,320940
2,mivankin,320880
2,titika2013,320820
2,mivankin,320760
2,titika2013,320580
2,titika2013,320580
2,rsnetkov,320580
2,Aver_Power,320520
2,oleg_nazarov,320520
2,titika2013,320460
2,krveronika0191,320340
2,oleg_nazarov,320220
2,pikadzilla,320100
2,oleg_nazarov,319980
2,tgolubeva,319440
2,pikadzilla,319440
2,pikadzilla,319200
2,Vanster,319020
2,Vanster,318900
2,sergey_msu,318780
2,roman.4erkasov,318240
2,babina.daria,318120
2,wrath90,318060
2,roman.4erkasov,318000
2,Mary222,318000
2,roman.4erkasov,318000
2,berlios,316920
2,alishabr,316920
2,pikadzilla,316920
2,obatek,316320
2,obatek,316080
2,obatek,315900
2,dkulemin,315840
2,obatek,315720
2,obatek,315540
2,titika2013,315300
2,dkulemin,315300
2,obatek,315180
2,dkulemin,314880
2,dkulemin,314340
2,dkulemin,314160
2,dkulemin,313920
2,dkulemin,313560
2,sergey_msu,312780
2,sergey_msu,312360
2,sergey_msu,312300
2,sergey_msu,312300
2,gosix22,311760
2,sergey_msu,311520
2,sergey_msu,311460
2,sergey_msu,311160
2,sergey_msu,311100
2,xluttiy,311100
2,xluttiy,311040
2,sergey_msu,310980
2,sergey_msu,310860
2,sinyaevmaxim,310740
2,neurophysicist,310380
2,neurophysicist,310320
2,matiiv,309180
2,matiiv,308520
2,matiiv,308460
2,xluttiy,308460
2,sinyaevmaxim,307860
2,xluttiy,307740
2,sinyaevmaxim,306660
2,sinyaevmaxim,306480
2,roman.4erkasov,304260
2,roman.4erkasov,303600
2,shubinsa,303600
2,shubinsa,303480
2,shubinsa,303300
2,shubinsa,303120
2,naumovsk,301320
2,naumovsk,301260
2,naumovsk,300780
2,naumovsk,300540
2,"148512",300240
2,naumovsk,299760
2,naumovsk,299700
2,naumovsk,299580
2,impersonalis,299520
2,shubinsa,298920
2,shubinsa,298860
2,shubinsa,297840
2,shubinsa,297780
2,shubinsa,297720
2,shubinsa,297660
2,naumovsk,297600
2,shubinsa,297480
2,shubinsa,297120
2,garistvlad,296880
2,Kizz,295980
2,evgenyto,295500
2,evgenyto,295500
2,"148512",295380
2,"148512",295260
2,sergey_msu,295200
2,sergey_msu,295080
2,sergey_msu,295080
2,evgenyto,294360
2,evgenyto,294240
2,rodion.latypov,294180
2,evgenyto,293940
2,sergey_msu,293880
2,wrath90,293820
2,evgenyto,293700
2,markhubbatulin,293580
2,sergey_msu,293520
2,rodion.latypov,293460
2,sergey_msu,293280
2,sergey_msu,293280
2,Kizz,293220
2,sergey_msu,293100
2,wrath90,292920
2,sergey_msu,292680
2,sergey_msu,292680
2,"148512",292680
2,sergey_msu,292620
2,"148512",292620
2,RoZa,292560
2,shubinsa,292560
2,sergey_msu,292500
2,wrath90,292440
2,markhubbatulin,292440
2,sergey_msu,292380
2,markhubbatulin,292380
2,markhubbatulin,292320
2,sergey_msu,292260
2,markhubbatulin,292260
2,RoZa,292260
2,xluttiy,292080
2,xluttiy,291900
2,KuznetsovLeonid,291900
2,Unmagian,291300
2,albert_goryaeff,291300
2,Unmagian,291180
2,xluttiy,291180
2,xluttiy,291000
2,rodion.latypov,290940
2,Sevarius,290940
2,KuznetsovLeonid,290880
2,garistvlad,290460
2,Ziby1010,290460
2,RoZa,290280
2,impersonalis,290160
2,KuznetsovLeonid,290160
2,VirHos,290040
2,albert_goryaeff,290040
2,Ziby1010,290040
2,KuznetsovLeonid,289920
2,rodion.latypov,289860
2,xluttiy,289860
2,albert_goryaeff,289800
2,kadetfrolov,289800
2,PavelMeld,289740
2,KuznetsovLeonid,289740
2,impersonalis,289740
2,rodion.latypov,289740
2,RoZa,289620
2,ya_demidova,289320
2,Robur,289260
2,RoZa,289140
2,PavelMeld,289080
2,xluttiy,288900
2,PavelMeld,288840
2,ya_demidova,288840
2,asyash26,288780
2,alekandr.tarelkin,288780
2,PavelMeld,288540
2,PavelMeld,288360
2,Yanina_K,288180
2,biquaternion,288180
2,biquaternion,288060
2,wrath90,287940
2,cvetvitaly,287940
2,"148512",287880
2,biquaternion,287760
2,andreiAP,287760
2,KuznetsovLeonid,287760
2,PavelMeld,287760
2,wrath90,287640
2,andreiAP,287580
2,andreiAP,287460
2,biquaternion,287400
2,RoZa,287400
2,andreiAP,287220
2,evgenyto,287220
2,PetrYurchenko,287100
2,polovnikovpv,287100
2,polovnikovpv,286980
2,asyash26,286980
2,evgenyto,286800
2,sergey_msu,286800
2,polovnikovpv,286740
2,JessSmith,286680
2,PavelMeld,286680
2,babina.daria,286620
2,Artem_Dronov,286620
2,a.m.tsitulskiy,286500
2,artysav97,286500
2,impersonalis,286440
2,VirHos,286440
2,berlios,286440
2,KernelA,286320
2,VirHos,286320
2,cvetvitaly,286260
2,shnon_bell,286200
2,"148512",286200
2,dirvuk,286200
2,"148512",286080
2,brutalfacepalm,286080
2,VirHos,286080
2,dirvuk,286020
2,babina.daria,286020
2,brutalfacepalm,286020
2,Robur,286020
2,polovnikovpv,286020
2,babina.daria,285900
2,wrath90,285840
2,sviatoslavteslenko,285660
2,Unmagian,285660
2,KernelA,285600
2,brutalfacepalm,285600
2,kuksha,285540
2,kuksha,285540
2,kuksha,285360
2,babina.daria,285300
2,kuksha,285300
2,kuksha,285240
2,kuksha,285180
2,Unmagian,285180
2,brutalfacepalm,285120
2,kuksha,285060
2,cvetvitaly,285000
2,kuksha,285000
2,hanna_by,284940
2,alexiv95.95,284820
2,polovnikovpv,284820
2,senior-sigan,284760
2,_ctacukoc_,284760
2,alekxd,284640
2,babina.daria,284640
2,PetrYurchenko,284520
2,wrath90,284460
2,kuksha,284340
2,Vanster,284340
2,abramova.katia,284220
2,babina.daria,284220
2,wrath90,284220
2,wrath90,284160
2,PavelMeld,284160
2,marsenyi,284040
2,Robur,284040
2,babina.daria,284040
2,berlios,283980
2,gosix22,283920
2,brutalfacepalm,283920
2,frantotti,283860
2,ShevchukAlex,283860
2,PetrYurchenko,283740
2,alekxd,283740
2,marsenyi,283740
2,frantotti,283680
2,Oleg__Trusov,283680
2,yunusovev,283620
2,abramova.katia,283620
2,ShevchukAlex,283560
2,Robur,283560
2,Unmagian,283560
2,marsenyi,283560
2,yunusovev,283500
2,xluttiy,283440
2,JessSmith,282960
2,Alexander429,282900
2,cherninkiy,282900
2,cherninkiy,282840
2,JessSmith,282660
2,PetrYurchenko,282660
2,PetrYurchenko,282600
2,berlios,282600
2,cherninkiy,282540
2,abramova.katia,282480
2,PetrYurchenko,282360
2,cherninkiy,282300
2,babina.daria,282300
2,abramova.katia,282180
2,babina.daria,282060
2,alexiv95.95,282060
2,matiiv,281880
2,matiiv,281880
2,matiiv,281820
2,zmazak0,281760
2,Alexander_Koshelev,281760
2,matiiv,281700
2,zmazak0,281700
2,PetrYurchenko,281700
2,matiiv,281640
2,Alexander_Koshelev,281580
2,matiiv,281520
2,Kizz,281520
2,evgenyto,281460
2,abramova.katia,281460
2,sergey_msu,281460
2,matiiv,281460
2,JessSmith,281460
2,PetrYurchenko,281400
2,sergey_msu,281400
2,Alexander_Koshelev,281400
2,matiiv,281400
2,Alexander_Koshelev,281340
2,dirvuk,281340
2,Mary222,281340
2,Mary222,281280
2,alexiv95.95,281280
2,Alexander_Koshelev,281220
2,Robur,281160
2,alekxd,281160
2,PetrYurchenko,281100
2,dimared,281100
2,alexiv95.95,281100
2,polovnikovpv,280980
2,Alexander429,280920
2,Kizz,280860
2,Alexander429,280860
2,a.m.tsitulskiy,280860
2,PetrYurchenko,280800
2,hanna_by,280800
2,PetrYurchenko,280800
2,mmcclure,280740
2,abramova.katia,280740
2,mmcclure,280740
2,Kizz,280680
2,alekxd,280680
2,cherninkiy,280680
2,cherninkiy,280620
2,alexiv95.95,280620
2,asyash26,280620
2,asyash26,280560
2,alexiv95.95,280500
2,abramova.katia,280500
2,dimared,280500
2,cherninkiy,280500
2,krveronika0191,280500
2,folkl,280440
2,FarSir,280440
2,abramova.katia,280440
2,krveronika0191,280260
2,plokoon,280200
2,abramova.katia,280140
2,brutalfacepalm,280140
2,Mykolesiko,280080
2,KuznetsovLeonid,280080
2,dyakin.nikolay,280020
2,brutalfacepalm,280020
2,JessSmith,280020
2,abramova.katia,279960
2,JessSmith,279960
2,shubinsa,279960
2,asyash26,279960
2,shubinsa,279960
2,shubinsa,279900
2,cmepthbiu,279900
2,FarSir,279840
2,IVyazmin,279840
2,abramova.katia,279780
2,IVyazmin,279720
2,dyakin.nikolay,279660
2,cherninkiy,279660
2,cmepthbiu,279660
2,KuznetsovLeonid,279600
2,shubinsa,279540
2,artysav97,279480
2,Mary222,279420
2,Mykolesiko,279420
2,abramova.katia,279360
2,folkl,279300
2,asyash26,279240
2,dyakin.nikolay,279240
2,zmazak0,279180
2,dyakin.nikolay,279120
2,tohich51,279060
2,dyakin.nikolay,279000
2,tohich51,279000
2,tohich51,278940
2,Mykolesiko,278940
2,RoZa,278880
2,Malahai,278820
2,ananasnya,278700
2,cmepthbiu,278640
2,dyakin.nikolay,278580
2,Mykolesiko,278580
2,dyakin.nikolay,278580
2,Ripper_1011,278520
2,dyakin.nikolay,278460
2,RoZa,278340
2,KuznetsovLeonid,278340
2,_ctacukoc_,278280
2,zmazak0,278220
2,zmazak0,278160
2,tohich51,278040
2,tohich51,278040
2,tohich51,277980
2,matiiv,277980
2,ananasnya,277860
2,teazizov,277800
2,krveronika0191,277800
2,Zmeyoff,277740
2,krveronika0191,277560
2,zmazak0,277500
2,zmazak0,277440
2,senior-sigan,277380
2,artysav97,277260
2,zitimalex,277260
2,marsenyi,277200
2,_ctacukoc_,277080
2,IVyazmin,277020
2,sergey_msu,276960
2,void_signal,276780
2,_ctacukoc_,276780
2,a.m.tsitulskiy,276660
2,cherninkiy,276660
2,sergey_msu,276540
2,marsenyi,276360
2,FarSir,276360
2,zitimalex,276120
2,ioiein,276120
2,Zmeyoff,276120
2,zitimalex,276060
2,ooptyp,276000
2,novokolg,276000
2,Wag0nWheels,276000
2,garistvlad,275940
2,marsenyi,275940
2,garistvlad,275880
2,garistvlad,275820
2,asyash26,275760
2,IVyazmin,275760
2,asyash26,275580
2,zmazak0,275580
2,_ctacukoc_,275520
2,sergey_msu,275400
2,teazizov,275400
2,Wag0nWheels,275340
2,alishabr,275280
2,EgorSavkin,275280
2,RoZa,275220
2,sergey_msu,275160
2,Alexander429,274980
2,cherninkiy,274740
2,obatek,274740
2,RoZa,274740
2,a.m.tsitulskiy,274620
2,ainureg,274560
2,obatek,274560
2,alekxd,274440
2,Wag0nWheels,274380
2,tohich51,274320
2,tohich51,274320
2,sergey_msu,274260
2,obatek,274200
2,alekxd,274140
2,obatek,274080
2,RoZa,274080
2,ainureg,274080
2,obatek,274080
2,ainureg,273900
2,tohich51,273840
2,tohich51,273840
2,alishabr,273840
2,plokoon,273780
2,alishabr,273780
2,obatek,273780
2,naumovsk,273720
2,obatek,273660
2,obatek,273660
2,naumovsk,273600
2,nordream,273600
2,garistvlad,273360
2,birlikov,273300
2,irinka_ta,273240
2,tohich51,273240
2,tohich51,273240
2,nordream,273180
2,naumovsk,273120
2,naumovsk,273060
2,nordream,273060
2,mmcclure,273000
2,kpotoh,273000
2,senior-sigan,272940
2,tohich51,272880
2,naumovsk,272880
2,Robur,272880
2,irina_shch,272880
2,tohich51,272880
2,tohich51,272880
2,tohich51,272760
2,tohich51,272760
2,EgorSavkin,272760
2,tohich51,272460
2,Wag0nWheels,272460
2,krveronika0191,272400
2,senior-sigan,272340
2,mmcclure,272340
2,sergey_msu,272160
2,marsenyi,272100
2,naumovsk,272100
2,kuksha,272100
2,IVyazmin,271980
2,tohich51,271980
2,naumovsk,271980
2,DeutschGraf,271920
2,tohich51,271860
2,naumovsk,271860
2,mmcclure,271860
2,Rammi,271680
2,naumovsk,271680
2,alishabr,271680
2,vlbakulev,271620
2,asviel,271620
2,zitimalex,271620
2,asviel,271560
2,sergey_msu,271440
2,mmcclure,271440
2,Rammi,271440
2,alekxd,271320
2,RoZa,271320
2,sergey_msu,271320
2,laol777,271260
2,Rammi,271200
2,plokoon,271020
2,"0991798574n",271020
2,krveronika0191,271020
2,Lubov_Kudrenok,270780
2,asyash26,270600
2,dominator124,270600
2,asviel,270600
2,Lubov_Kudrenok,270600
2,asviel,270480
2,sergey_msu,270480
2,sergey_msu,270360
2,naumovsk,270240
2,sergey_msu,270240
2,asviel,270240
2,asviel,270180
2,dertty,270180
2,asviel,270180
2,"0991798574n",269940
2,roman.novokshanov,269880
2,"0991798574n",269880
2,naumovsk,269820
2,PavelMeld,269760
2,"0991798574n",269760
2,laol777,269700
2,"0991798574n",269640
2,cherninkiy,269640
2,asviel,269640
2,"0991798574n",269640
2,shnon_bell,269580
2,sergey_msu,269580
2,naumovsk,269580
2,artysav97,269580
2,"0991798574n",269520
2,"0991798574n",269520
2,PavelMeld,269460
2,"0991798574n",269400
2,"0991798574n",269400
2,Zmeyoff,269160
2,"0991798574n",269160
2,IVyazmin,269160
2,EgorSavkin,269100
2,IVyazmin,269040
2,Zmeyoff,269040
2,"0991798574n",269040
2,Zmeyoff,268980
2,Ziby1010,268980
2,EgorSavkin,268920
2,"0991798574n",268920
2,vladimirzenin,268920
2,"0991798574n",268860
2,PavelMeld,268680
2,ermekaitygulov,268620
2,naumovsk,268380
2,danya_hm,268320
2,rsnetkov,268260
2,naumovsk,268200
2,danya_hm,268200
2,"0991798574n",267840
2,ermekaitygulov,267780
2,alekxd,267780
2,"0991798574n",267780
2,naumovsk,267660
2,roman.novokshanov,267660
2,naumovsk,267600
2,roman.novokshanov,267540
2,rsnetkov,267300
2,laol777,267180
2,Rammi,267180
2,dertty,267120
2,ermekaitygulov,267060
2,laol777,267060
2,birlikov,267000
2,naumovsk,266880
2,laol777,266880
2,naumovsk,266820
2,dertty,266640
2,naumovsk,266520
2,rsnetkov,266460
2,naumovsk,266220
2,"0991798574n",266100
2,Alexander429,265920
2,dertty,265920
2,dertty,265680
2,rsnetkov,265680
2,dertty,265680
2,cherninkiy,265560
2,asyash26,265560
2,Rammi,265560
2,rsnetkov,265500
2,asyash26,265500
2,_ctacukoc_,265380
2,vkorennoj,265320
2,"148512",265320
2,sabraganets,265320
2,vkorennoj,265320
2,Rammi,265260
2,vkorennoj,265200
2,KuznetsovLeonid,265140
2,brutalfacepalm,265020
2,Safin,265020
2,laol777,264960
2,vladimirzenin,264960
2,ooptyp,264900
2,aorew,264840
2,aorew,264840
2,aorew,264780
2,laol777,264780
2,ooptyp,264780
2,Safin,264720
2,ooptyp,264600
2,rsnetkov,264540
2,vladimirzenin,264420
2,ananasnya,264300
2,ananasnya,264060
2,plato_001,264000
2,_ctacukoc_,263940
2,aorew,263940
2,brutalfacepalm,263880
2,naumovsk,263880
2,ananasnya,263820
2,plato_001,263760
2,kat6123,263700
2,naumovsk,263700
2,v.lenshin,263640
2,aorew,263580
2,vlbakulev,263520
2,Artem1989,263400
2,AntonRampage,263400
2,vlbakulev,263340
2,aorew,263340
2,aorew,263280
2,ananasnya,263280
2,_ctacukoc_,263280
2,aorew,263100
2,vkorennoj,263040
2,aorew,263040
2,aorew,263040
2,abramova.katia,262920
2,plato_001,262860
2,vkorennoj,262860
2,aorew,262860
2,aorew,262800
2,abramova.katia,262800
2,IlyasLatypov,262740
2,dertty,262620
2,dominator124,262320
2,berlios,262260
2,sergey_msu,262200
2,kadetfrolov,262080
2,soslan.tabuev,262080
2,alekandr.tarelkin,262020
2,berlios,262020
2,PustotaPetr,261780
2,alekandr.tarelkin,261720
2,plato_001,261660
2,berlios,261540
2,v.lenshin,261420
2,roman.novokshanov,261360
2,berlios,261300
2,berlios,261120
2,titika2013,261060
2,berlios,261060
2,titika2013,261000
2,okate88,260940
2,soslan.tabuev,260880
2,sergey_msu,260820
2,Zmeyoff,260700
2,roman.novokshanov,260700
2,sergey_msu,260640
2,Zmeyoff,260640
2,krveronika0191,260640
2,siraziev,260580
2,v.lenshin,260580
2,Rammi,260520
2,roman.novokshanov,260520
2,vkorennoj,260460
2,Artem1989,260160
2,Artem1989,260100
2,v.lenshin,259920
2,frantotti,259920
2,Artem1989,259860
2,Artem1989,259860
2,Artem1989,259800
2,Artem1989,259800
2,Artem1989,259740
2,Artem1989,259740
2,aorew,259620
2,fomin.fyodor,259560
2,fomin.fyodor,259500
2,roman.novokshanov,259260
2,aorew,259080
2,aorew,259080
2,EgorSavkin,259020
2,alishabr,259020
2,alishabr,258960
2,kpotoh,258960
2,vkorennoj,258900
2,vkorennoj,258840
2,Artem1989,258840
2,Artem1989,258780
2,Zmeyoff,258780
2,VirHos,258780
2,alishabr,258720
2,alishabr,258660
2,alishabr,258600
2,d.a.gornostaev,258600
2,frantotti,258540
2,Artem1989,258540
2,Aver_Power,258480
2,d.a.gornostaev,258480
2,KuznetsovLeonid,258360
2,soslan.tabuev,258300
2,dertty,258240
2,vivaXAPOH,258240
2,mikhail.gashkov,258180
2,mikhail.gashkov,258180
2,roman.novokshanov,258120
2,Mornie,257940
2,soslan.tabuev,257940
2,soslan.tabuev,257880
2,ermekaitygulov,257820
2,fomin.fyodor,257820
2,dmitri.silantiev,257820
2,Zmeyoff,257820
2,dertty,257760
2,kpotoh,257760
2,Zmeyoff,257700
2,dertty,257700
2,kpotoh,257700
2,fomin.fyodor,257580
2,vkorennoj,257580
2,EgorSavkin,257460
2,EgorSavkin,257340
2,babina.daria,257220
2,Rammi,257160
2,ooptyp,257100
2,brutalfacepalm,257040
2,dimared,256920
2,babina.daria,256680
2,dmitri.silantiev,256500
2,nordream,256440
2,"148512",256440
2,kpotoh,256440
2,vkorennoj,256440
2,naumovsk,256260
2,kapibaara,256260
2,kapibaara,256200
2,kpotoh,256080
2,naumovsk,256080
2,alekxd,255840
2,alekxd,255780
2,laol777,255660
2,alekxd,255660
2,laol777,255660
2,alekxd,255600
2,roman.novokshanov,255480
2,siraziev,255180
2,"8michelle_weiss",255180
2,brutalfacepalm,255120
2,brutalfacepalm,255060
2,brutalfacepalm,255000
2,brutalfacepalm,254880
2,dertty,254700
2,dertty,254580
2,soslan.tabuev,254580
2,dertty,254460
2,dyakin.nikolay,254460
2,dyakin.nikolay,254400
2,KuznetsovLeonid,254400
2,"148512",254280
2,"148512",254280
2,vkorennoj,254280
2,alekxd,254280
2,kat6123,254220
2,dyakin.nikolay,254160
2,soslan.tabuev,254100
2,alekxd,254040
2,ainureg,253980
2,ainureg,253920
2,babina.daria,253860
2,Artem1989,253800
2,Artem1989,253800
2,Artem1989,253740
2,Artem1989,253740
2,titika2013,253680
2,laol777,253680
2,ainureg,253620
2,soslan.tabuev,253620
2,Artem1989,253620
2,siraziev,253620
2,Artem1989,253620
2,Artem1989,253620
2,Aver_Power,253560
2,ainureg,253560
2,Artem1989,253500
2,ermekaitygulov,253500
2,Artem1989,253500
2,EgorSavkin,253440
2,okate88,253380
2,Sokoloid,253380
2,siraziev,253380
2,ainureg,253320
2,dyakin.nikolay,253260
2,Artem1989,253260
2,Sokoloid,253260
2,ermekaitygulov,253200
2,"0991798574n",253140
2,Artem1989,253140
2,adement,253080
2,"0991798574n",253080
2,titika2013,253080
2,"148512",253020
2,"148512",253020
2,"0991798574n",253020
2,titika2013,252960
2,sergey_msu,252900
2,EgorSavkin,252840
2,sergey_msu,252780
2,dyakin.nikolay,252720
2,ermekaitygulov,252660
2,dyakin.nikolay,252480
2,"0991798574n",252360
2,sviatoslavteslenko,252240
2,dmitri.silantiev,252240
2,dyakin.nikolay,252120
2,"148512",252120
2,"148512",252060
2,Artem1989,252000
2,dmitri.silantiev,252000
2,dyakin.nikolay,252000
2,dyakin.nikolay,251940
2,Egorokm19,251940
2,Artem1989,251940
2,"0991798574n",251880
2,dyakin.nikolay,251880
2,dkulemin,251880
2,artysav97,251820
2,"0991798574n",251760
2,EgorSavkin,251700
2,dertty,251700
2,sviatoslavteslenko,251700
2,dertty,251580
2,Zmeyoff,251580
2,x-exciter,251580
2,"0991798574n",251520
2,"0991798574n",251460
2,Zmeyoff,251400
2,dertty,251400
2,Zmeyoff,251340
2,"0991798574n",251340
2,"0991798574n",251280
2,dyakin.nikolay,251280
2,Artem1989,251220
2,Wag0nWheels,251160
2,Aver_Power,251100
2,"0991798574n",251040
2,okate88,251040
2,sviatoslavteslenko,251040
2,dertty,250920
2,dyakin.nikolay,250800
2,dkulemin,250800
2,ainureg,250740
2,ainureg,250680
2,dertty,250680
2,"148512",250620
2,cmepthbiu,250560
2,"148512",250560
2,dertty,250560
2,"148512",250500
2,irina_shch,250440
2,sviatoslavteslenko,250380
2,dertty,250380
2,kudriashovs,250320
2,dertty,250260
2,sviatoslavteslenko,250140
2,dyakin.nikolay,250140
2,ainureg,250140
2,artysav97,250080
2,danya_hm,249960
2,cyrus_msk,249840
2,alekxd,249840
2,Aver_Power,249780
2,Zmeyoff,249780
2,pikadzilla,249660
2,krveronika0191,249660
2,artfowl,249600
2,kat6123,249480
2,kat6123,249420
2,kat6123,249360
2,cmepthbiu,249300
2,happycookie,249240
2,shnon_bell,249120
2,happycookie,249120
2,shnon_bell,249060
2,Zmeyoff,249000
