"contest_num","nickname","min(passed_time)"
1,"0991798574n",277380
1,"148512",14220
1,"8michelle_weiss",352020
1,Alexander429,415380
1,Alexander_Koshelev,110520
1,AlinaZemlev,78300
1,Andrei_Belenko,452340
1,Anise,93060
1,AntonRampage,68460
1,Arhimisha,109800
1,Artem1989,3600
1,ArtemTsukanov,82500
1,Artem_Dronov,4140
1,Asd_zxc,17220
1,Aver_Power,170340
1,Azamat_sab,42060
1,BasharovIlya,364740
1,BigBossPikachu,267780
1,Bugi_bugi,195060
1,CoolHawk,248520
1,Cosinus0,58560
1,DeutschGraf,5580
1,Dexter0,66300
1,DiSO,15060
1,DmitryDS,18960
1,EgorSavkin,7980
1,Egorokm19,65220
1,EienKotowaru,18060
1,FarSir,7320
1,Fianketto,20100
1,Gra37,74460
1,GreySS,11940
1,Huk_er,17760
1,IMDxD,88620
1,IVyazmin,85860
1,Ignatych,372180
1,IlyaPCP,64020
1,IlyasLatypov,8340
1,Jeditem,113700
1,JessSmith,8280
1,JunkieStyle,434460
1,JustML,7560
1,Karvenko,13800
1,KernelA,7020
1,KilAgen,5040
1,Kizz,7500
1,KotikKo,12360
1,KuznetsovLeonid,177300
1,Lubov_Kudrenok,199020
1,LunatiP,433860
1,MakhmutovaLiliya,5340
1,Malahai,420
1,MargaritaNik,35640
1,Mary222,16200
1,Mornie,15780
1,Mykolesiko,18900
1,Nubithenoob,83400
1,Oleg__Trusov,7500
1,PavelMeld,171660
1,Pavel_shalnov,100860
1,PetrYurchenko,17940
1,PustotaPetr,145980
1,Pyo,80220
1,Rammi,73500
1,Ripper_1011,960
1,RoZa,7080
1,Robur,172320
1,S.Suhantsev,70140
1,Safin,163020
1,SergeyNefedov,2100
1,Sevarius,104820
1,ShevchukAlex,173760
1,Sokoloid,102000
1,Toks,24900
1,Unmagian,106200
1,UsatiyNyan,192300
1,Vanster,184800
1,Vetik,87120
1,VirHos,256800
1,Wag0nWheels,91380
1,Yanina_K,14760
1,Ziby1010,63420
1,Zmeyoff,120480
1,__Andrewy__,59940
1,_ctacukoc_,9660
1,a.m.tsitulskiy,194460
1,a.starikov,7560
1,abramova.katia,7680
1,achurkin,85860
1,adement,255300
1,adil17ds,97920
1,ainureg,111660
1,albert_goryaeff,9900
1,alekandr.tarelkin,152340
1,alekxd,75180
1,alexandrpankratov9,780
1,alexey_opolchenov,179880
1,alexeydukhovich,510540
1,alexiv95.95,9180
1,aliaksandr.shcharbitski,17880
1,alibek_lfc,274440
1,alimantu,373620
1,alishabr,66540
1,ananasnya,85500
1,andreiAP,321780
1,andrey91,7980
1,androidegsensation,456900
1,aniko,30540
1,ann_gerasimchik,76200
1,anyamb,38340
1,aorew,266460
1,artfowl,74580
1,artysav97,81540
1,asv715,66720
1,asviel,100020
1,asyash26,94920
1,azapletin,80220
1,babina.daria,22140
1,badlo_v,175500
1,berlios,282540
1,biquaternion,35820
1,birlikov,145080
1,brutalfacepalm,65700
1,cherninkiy,100140
1,cmepthbiu,85920
1,cvetvitaly,154200
1,cyrus_msk,105780
1,d.a.gornostaev,364140
1,d.pronin,287220
1,danya_hm,76020
1,dertty,337680
1,dimared,347340
1,dirvuk,88200
1,dkulemin,74340
1,dmitri.silantiev,82920
1,dmitry.okhotnikov,142140
1,dominator124,7500
1,dyakin.nikolay,13440
1,easyguy_made,61800
1,empty_kettle,292740
1,erik_mv,12420
1,ermekaitygulov,153720
1,evgenyto,99540
1,evgerher1,5880
1,exotol,12600
1,fahenrgeit,52980
1,fiztehno,61860
1,fizyamat,15720
1,fizz.buzz,26400
1,folkl,67800
1,fomin.fyodor,175800
1,frantotti,10200
1,garistvlad,119640
1,gimme_danger,1740
1,gosix22,13020
1,griddic,299640
1,gruzenko.e,3420
1,hanna_by,93840
1,happycookie,341580
1,happyhooter,62580
1,heaphop,86760
1,iavdonin,154920
1,ildarcho,187800
1,ilya_milyutin,320640
1,impersonalis,30840
1,indigo7,456840
1,ioiein,58920
1,irina_shch,11400
1,irinka_ta,188100
1,ivangood67,68640
1,ivkonst,426900
1,kadetfrolov,17700
1,kaip,111660
1,kat6123,96240
1,kay_si,285660
1,kbrodt,21540
1,kepolol,75720
1,ketzer,15720
1,kirillmakarovmain,261840
1,kpotoh,255480
1,krtch,262560
1,krveronika0191,149340
1,ksizova,354300
1,kudriashovs,174720
1,kuksha,86400
1,lKoteuka,2100
1,lainer991,19560
1,laol777,9180
1,lena.antonova,348480
1,linatka,447900
1,liza.avsyannik,1380
1,llevcono,158700
1,m.shalankin,600
1,magleb,5400
1,makhanko.maksim89,156060
1,mapryl,74520
1,markhubbatulin,281880
1,marsenyi,91260
1,maryia,17760
1,mat90x,329460
1,matiiv,69180
1,maxima1ist,16920
1,maximkermit,101340
1,miffka1992,179160
1,mikhail.gashkov,53880
1,mirpulatov,244560
1,mivankin,21240
1,mlyundin,6240
1,mmcclure,72360
1,munin.evgenii,6300
1,mzav,11640
1,n_makarevi4,542520
1,nati,12300
1,naumovsk,38400
1,neurophysicist,1560
1,ngkishmaria,6600
1,nordream,55320
1,norron,267240
1,novokolg,9300
1,nurrik,360780
1,obatek,77400
1,obkyrush,9000
1,okate88,180000
1,old.flanigan,255000
1,oleg.osipov,113400
1,oleg_nazarov,76680
1,olegshchegolev,32700
1,olga.novitskaya,158700
1,ooptyp,87720
1,pankratova.dasha,95040
1,pikadzilla,226320
1,pilnakot,86940
1,plato_001,260520
1,plokoon,6240
1,polikutinevgeny,46200
1,pollytur,522660
1,polovnikovpv,7920
1,qmakar,162900
1,raisedtoward,524460
1,robspb,282540
1,rodion.latypov,25620
1,roman.4erkasov,36420
1,roman.novokshanov,10980
1,rritka,15300
1,rsnetkov,83880
1,rudwell,900
1,ryabart,78420
1,sabraganets,27240
1,semenalekhin,529200
1,senior-sigan,10260
1,sera,91920
1,sergey_msu,69900
1,sergeyryabukhin,77520
1,shatty,10260
1,shnon_bell,249060
1,shubinsa,112020
1,sinyaevmaxim,13920
1,siraziev,4440
1,soldatenkoes,157620
1,somal,516360
1,soslan.tabuev,1800
1,spin_to_win,261000
1,sviatoslavteslenko,149400
1,teazizov,83280
1,tgolubeva,259140
1,titika2013,86040
1,tohich51,269220
1,torrero,85980
1,toryinside,83520
1,ubivawka,75900
1,user_vi,4320
1,v.lenshin,29040
1,v.makarenko,17700
1,vasikos,237540
1,vbrn,13680
1,viconstel,241920
1,vivaXAPOH,95100
1,vkorennoj,252360
1,vl.n.ermakov,107580
1,vladimirzenin,109200
1,vlbakulev,73920
1,void_signal,7020
1,vovchik_zh,264720
1,vzava,98400
1,wrath90,13260
1,wunder9l,361320
1,x-exciter,144060
1,xluttiy,56880
1,ya_demidova,111300
1,yahor_gerasimovich,188160
1,yakorovka,20880
1,yashinrostislav,76620
1,yunusovev,357900
1,zitimalex,8100
1,zmazak0,109680
2,"0991798574n",79560
2,"148512",6540
2,"8michelle_weiss",86520
2,Alexander429,183360
2,Alexander_Koshelev,70080
2,AlinaZemlev,327840
2,Andrei_Belenko,17340
2,Anise,1500
2,AntonRampage,102000
2,Arhimisha,365940
2,Artem1989,24720
2,ArtemTsukanov,83100
2,Artem_Dronov,9000
2,Asd_zxc,198420
2,Aver_Power,247980
2,Azamat_sab,6360
2,BasharovIlya,519720
2,BigBossPikachu,422940
2,Bugi_bugi,375600
2,CoolHawk,534240
2,Cosinus0,150540
2,DeutschGraf,108900
2,Dexter0,84480
2,DiSO,432840
2,DmitryDS,65100
2,EgorSavkin,11880
2,Egorokm19,160440
2,EienKotowaru,14040
2,FarSir,9000
2,Fianketto,16320
2,Gra37,112800
2,GreySS,373500
2,IMDxD,13980
2,IVyazmin,74520
2,Ignatych,526380
2,IlyaPCP,67500
2,IlyasLatypov,18180
2,Jeditem,373200
2,JessSmith,28500
2,JustML,88740
2,Karvenko,16620
2,KernelA,7020
2,KilAgen,70260
2,Kizz,69420
2,KotikKo,184800
2,KuznetsovLeonid,246720
2,Lubov_Kudrenok,89340
2,MakhmutovaLiliya,147060
2,Malahai,1800
2,MargaritaNik,32100
2,Mary222,99000
2,Mornie,25740
2,Mykolesiko,117420
2,Nubithenoob,362940
2,Oleg__Trusov,6600
2,PavelMeld,190140
2,Pavel_shalnov,94560
2,PetrYurchenko,67200
2,Ploffi,531720
2,PustotaPetr,74100
2,Pyo,26880
2,Rammi,170400
2,Ripper_1011,82080
2,RoZa,4200
2,Robur,113100
2,S.Suhantsev,10920
2,Safin,264720
2,SergeyNefedov,6720
2,Sevarius,183180
2,ShevchukAlex,196680
2,Sokoloid,157140
2,Toks,3180
2,Unmagian,283560
2,Vanster,284340
2,Vetik,335220
2,VirHos,258780
2,Wag0nWheels,149100
2,Yanina_K,288180
2,Ziby1010,106320
2,Zmeyoff,96060
2,_ctacukoc_,3720
2,a.m.tsitulskiy,274620
2,a.starikov,11700
2,abramova.katia,160020
2,achurkin,86820
2,adement,99600
2,adil17ds,179040
2,ainureg,208440
2,albert_goryaeff,90180
2,alekandr.tarelkin,67140
2,alekxd,242640
2,alexandrpankratov9,61500
2,alexey_opolchenov,169800
2,alexeydukhovich,80820
2,alexiv95.95,280500
2,aliaksandr.shcharbitski,68340
2,alibek_lfc,341280
2,alimantu,501060
2,alishabr,4680
2,ananasnya,164700
2,andreiAP,179880
2,andrey91,105780
2,androidegsensation,451020
2,aniko,17160
2,ann_gerasimchik,82560
2,anyamb,223140
2,aorew,188820
2,artfowl,94020
2,artysav97,204420
2,asv715,2280
2,asviel,269640
2,asyash26,91020
2,azapletin,363360
2,babina.daria,100440
2,badlo_v,192360
2,berlios,261060
2,biquaternion,287400
2,birlikov,182760
2,brutalfacepalm,111120
2,cherninkiy,265560
2,cmepthbiu,72840
2,cvetvitaly,17820
2,cyrus_msk,74040
2,d.a.gornostaev,17040
2,d.pronin,377220
2,danya_hm,181560
2,dertty,177600
2,dimared,256920
2,dirvuk,281340
2,dkulemin,20640
2,dmitri.silantiev,96000
2,dmitry.okhotnikov,63000
2,dominator124,5040
2,dyakin.nikolay,18180
2,easyguy_made,15480
2,empty_kettle,343140
2,erik_mv,13020
2,ermekaitygulov,252660
2,evgenyto,194100
2,evgerher1,73980
2,exotol,20880
2,fahenrgeit,16620
2,fiztehno,183480
2,fizyamat,1080
2,fizz.buzz,83580
2,folkl,4920
2,fomin.fyodor,257580
2,frantotti,258540
2,garistvlad,188280
2,gimme_danger,73920
2,gosix22,25560
2,hanna_by,280800
2,happycookie,15000
2,happyhooter,4800
2,heaphop,356220
2,iavdonin,411840
2,ildarcho,97920
2,ilya_milyutin,458340
2,impersonalis,31080
2,indigo7,540600
2,ioiein,16560
2,irina_shch,11040
2,irinka_ta,273240
2,ivangood67,6120
2,ivkonst,528360
2,kadetfrolov,182820
2,kaip,348420
2,kapibaara,183120
2,kat6123,243360
2,kay_si,105540
2,kbrodt,26340
2,kepolol,191340
2,ketzer,75360
2,kpotoh,28380
2,krtch,520020
2,krveronika0191,247740
2,ksizova,183780
2,kudriashovs,250320
2,kuksha,240780
2,lKoteuka,540
2,lainer991,357900
2,laol777,253680
2,lena.antonova,533160
2,linatka,531060
2,liza.avsyannik,70020
2,llevcono,510180
2,m.shalankin,423180
2,magleb,360300
2,makhanko.maksim89,7440
2,mapryl,339480
2,markhubbatulin,292260
2,marsenyi,4680
2,maryia,9420
2,mat90x,528660
2,matiiv,277980
2,maxima1ist,5040
2,miffka1992,194280
2,mikhail.gashkov,62640
2,mivankin,6120
2,mlyundin,11940
2,mmcclure,146400
2,munin.evgenii,5460
2,mzav,538560
2,n_makarevi4,539760
2,nati,7200
2,naumovsk,68400
2,neurophysicist,72960
2,ngkishmaria,2460
2,ningeen,158700
2,nordream,100440
2,norron,352200
2,novokolg,276000
2,nurrik,529620
2,obatek,88200
2,obkyrush,3420
2,okate88,251040
2,old.flanigan,416940
2,oleg.osipov,369480
2,oleg_nazarov,220800
2,olegshchegolev,118080
2,olga.novitskaya,14760
2,ooptyp,112260
2,pankratova.dasha,26640
2,pikadzilla,4440
2,plato_001,183360
2,plokoon,480
2,polikutinevgeny,52560
2,pollytur,533100
2,polovnikovpv,280980
2,qmakar,449640
2,raisedtoward,528180
2,robspb,5220
2,rodion.latypov,88440
2,roman.4erkasov,72360
2,roman.novokshanov,7080
2,rritka,194400
2,rsnetkov,155340
2,rudwell,1200
2,sabraganets,27540
2,semenalekhin,526260
2,senior-sigan,66300
2,sera,13920
2,sergey_msu,104700
2,sergeyryabukhin,379740
2,shatty,361500
2,shnon_bell,190920
2,shubinsa,222660
2,sinyaevmaxim,306480
2,siraziev,194520
2,soldatenkoes,332160
2,somal,189060
2,soslan.tabuev,21660
2,spin_to_win,446220
2,sviatoslavteslenko,250140
2,teazizov,275400
2,tgolubeva,319440
2,titika2013,145380
2,tohich51,190140
2,torrero,131460
2,toryinside,4440
2,ubivawka,56460
2,user_vi,411000
2,v.lenshin,98520
2,vasikos,97680
2,vbrn,434280
2,viconstel,102840
2,vivaXAPOH,245280
2,vkorennoj,254280
2,vl.n.ermakov,432360
2,vladimirzenin,202680
2,vlbakulev,146520
2,void_signal,75720
2,vovchik_zh,458880
2,vzava,439680
2,wrath90,185400
2,wunder9l,20700
2,x-exciter,224220
2,xluttiy,14940
2,ya_demidova,113340
2,yakorovka,12180
2,yashinrostislav,174900
2,yunusovev,283500
2,zitimalex,4020
2,zmazak0,275580
3,"0991798574n",74760
3,"148512",230220
3,"8michelle_weiss",247140
3,Alexander429,278580
3,Alexander_Koshelev,80940
3,AlinaZemlev,73920
3,Andrei_Belenko,475500
3,Anise,82260
3,AntonRampage,181680
3,Arhimisha,285120
3,Artem1989,32460
3,ArtemTsukanov,12240
3,Artem_Dronov,7440
3,Aver_Power,157020
3,Azamat_sab,14340
3,BasharovIlya,458100
3,BigBossPikachu,457260
3,Bugi_bugi,459660
3,CoolHawk,338400
3,Cosinus0,161100
3,DeutschGraf,336240
3,Dexter0,17280
3,DiSO,328440
3,DmitryDS,13080
3,EgorSavkin,6960
3,Egorokm19,176580
3,EienKotowaru,69600
3,FarSir,86760
3,Fianketto,19740
3,Gra37,375420
3,GreySS,199980
3,IMDxD,12240
3,IVyazmin,73440
3,Ignatych,537360
3,IlyaPCP,96420
3,IlyasLatypov,15720
3,Jeditem,258900
3,JessSmith,104640
3,JustML,60660
3,Karvenko,26880
3,KernelA,63540
3,KilAgen,89400
3,Kizz,9660
3,KotikKo,446040
3,KuznetsovLeonid,440760
3,Lubov_Kudrenok,100260
3,MakhmutovaLiliya,11040
3,Malahai,76620
3,MargaritaNik,294960
3,Mary222,188100
3,Mornie,12360
3,Mykolesiko,329520
3,Nubithenoob,108840
3,Oleg__Trusov,67500
3,PavelMeld,187200
3,Pavel_shalnov,269400
3,PetrYurchenko,75600
3,Ploffi,509460
3,PustotaPetr,188700
3,Pyo,11100
3,Rammi,90180
3,Ripper_1011,166440
3,RoZa,164160
3,Robur,18300
3,Safin,262680
3,SergeyNefedov,9420
3,Sevarius,8280
3,ShevchukAlex,328380
3,Sokoloid,179700
3,Toks,272100
3,Unmagian,350700
3,Vanster,355920
3,Vetik,82620
3,VirHos,63900
3,Wag0nWheels,200280
3,Yanina_K,434220
3,Ziby1010,288780
3,Zmeyoff,245580
3,_ctacukoc_,12240
3,a.starikov,48480
3,abramova.katia,19200
3,achurkin,350040
3,adement,16380
3,adil17ds,103380
3,ainureg,230340
3,albert_goryaeff,201720
3,alekandr.tarelkin,14400
3,alekxd,255840
3,alexandrpankratov9,513960
3,alexey_opolchenov,177900
3,alexeydukhovich,283380
3,alexiv95.95,527880
3,aliaksandr.shcharbitski,76980
3,alibek_lfc,343560
3,alimantu,376020
3,alishabr,82920
3,ananasnya,72840
3,andreiAP,106200
3,andrey91,71520
3,androidegsensation,514680
3,aniko,12480
3,ann_gerasimchik,152280
3,anyamb,313320
3,aorew,9660
3,artfowl,82620
3,artysav97,98700
3,asv715,10080
3,asviel,454920
3,asyash26,72000
3,azapletin,370380
3,babina.daria,19080
3,badlo_v,194400
3,berlios,195300
3,biquaternion,279360
3,birlikov,235200
3,brutalfacepalm,104460
3,cherninkiy,9000
3,cmepthbiu,231300
3,cvetvitaly,94380
3,cyrus_msk,184260
3,d.a.gornostaev,268620
3,d.pronin,369120
3,danya_hm,142560
3,dertty,528240
3,dimared,340080
3,dirvuk,100440
3,dkulemin,160140
3,dmitri.silantiev,98880
3,dmitry.okhotnikov,11580
3,dominator124,18060
3,dyakin.nikolay,12420
3,empty_kettle,362520
3,erik_mv,276780
3,ermekaitygulov,153120
3,evgenyto,109980
3,evgerher1,20040
3,exotol,15000
3,fahenrgeit,62340
3,fiztehno,322980
3,fizyamat,25620
3,fizz.buzz,109260
3,folkl,109080
3,fomin.fyodor,92460
3,frantotti,198600
3,garistvlad,122460
3,gimme_danger,109620
3,gosix22,75000
3,hanna_by,363420
3,happycookie,20340
3,happyhooter,7020
3,heaphop,336480
3,iavdonin,325860
3,ildarcho,70080
3,ilya_milyutin,368040
3,impersonalis,29580
3,indigo7,501960
3,ioiein,103440
3,irina_shch,184380
3,irinka_ta,272220
3,ivangood67,72420
3,ivkonst,534900
3,kadetfrolov,12540
3,kaip,112320
3,kapibaara,142620
3,kat6123,274740
3,kay_si,256980
3,kbrodt,25620
3,kepolol,91320
3,ketzer,4440
3,kpotoh,277200
3,krtch,249000
3,krveronika0191,337980
3,ksizova,278520
3,kudriashovs,155820
3,lKoteuka,13140
3,lainer991,345360
3,laol777,71340
3,lena.antonova,513480
3,linatka,530580
3,liza.avsyannik,76020
3,llevcono,349740
3,m.shalankin,78240
3,magleb,311400
3,makhanko.maksim89,86400
3,mapryl,355080
3,markhubbatulin,239220
3,marsenyi,69360
3,maryia,194520
3,mat90x,533220
3,matiiv,227160
3,maxima1ist,9180
3,mikhail.gashkov,56760
3,mivankin,17580
3,mlyundin,21840
3,mmcclure,4860
3,munin.evgenii,10800
3,mzav,542520
3,nati,34440
3,naumovsk,41640
3,neurophysicist,78720
3,ngkishmaria,10980
3,ningeen,176700
3,nordream,17940
3,norron,351780
3,nurrik,534900
3,obatek,8220
3,obkyrush,164400
3,okate88,304380
3,old.flanigan,173160
3,oleg.osipov,107760
3,oleg_nazarov,292320
3,olegshchegolev,293340
3,olga.novitskaya,353640
3,ooptyp,70620
3,pankratova.dasha,88860
3,pikadzilla,247860
3,plato_001,441360
3,plokoon,13560
3,polikutinevgeny,42060
3,pollytur,534480
3,polovnikovpv,465180
3,raisedtoward,500700
3,robspb,196860
3,rodion.latypov,467340
3,roman.4erkasov,101100
3,roman.novokshanov,268800
3,rritka,254160
3,rsnetkov,151740
3,rudwell,457080
3,s.khabenko,27540
3,sabraganets,21660
3,senior-sigan,266760
3,sera,81240
3,sergey_msu,15540
3,sergeyryabukhin,101940
3,shatty,322800
3,shnon_bell,344100
3,shubinsa,452520
3,sinyaevmaxim,312000
3,siraziev,174900
3,soldatenkoes,235620
3,somal,340020
3,soslan.tabuev,330720
3,spin_to_win,271080
3,teazizov,175200
3,tgolubeva,365100
3,titika2013,251280
3,tohich51,189060
3,torrero,95160
3,toryinside,13200
3,ubivawka,66360
3,user_vi,71940
3,v.lenshin,153840
3,vasikos,88380
3,viconstel,182340
3,vivaXAPOH,10440
3,vkorennoj,162120
3,vl.n.ermakov,280380
3,vladimirzenin,199140
3,vlbakulev,74580
3,void_signal,23940
3,vovchik_zh,538020
3,vzava,258240
3,wrath90,89700
3,wunder9l,76920
3,x-exciter,14700
3,xluttiy,31080
3,ya_demidova,266040
3,yakorovka,93180
3,yashinrostislav,104400
3,yunusovev,283500
3,zitimalex,99720
3,zmazak0,365880
4,"0991798574n",186360
4,"148512",110880
4,"8michelle_weiss",538800
4,Alexander429,466980
4,Alexander_Koshelev,108000
4,AlinaZemlev,262380
4,Andrei_Belenko,541500
4,Anise,182160
4,Arhimisha,456000
4,Artem1989,103260
4,ArtemTsukanov,12960
4,Artem_Dronov,101460
4,Asd_zxc,406560
4,Aver_Power,171240
4,Azamat_sab,43020
4,BigBossPikachu,419760
4,CoolHawk,271440
4,Cosinus0,155580
4,DeutschGraf,432780
4,Dexter0,146760
4,DiSO,498300
4,DmitryDS,12540
4,EgorSavkin,16320
4,Egorokm19,157320
4,EienKotowaru,179460
4,Fianketto,13620
4,Gra37,463380
4,GreySS,271800
4,IMDxD,69900
4,IVyazmin,26700
4,Ignatych,459600
4,IlyaPCP,86580
4,IlyasLatypov,398640
4,Jeditem,347100
4,JessSmith,519240
4,JustML,117840
4,Karvenko,27600
4,KernelA,14580
4,KilAgen,243600
4,Kizz,24180
4,KuznetsovLeonid,411720
4,Lubov_Kudrenok,96420
4,MakhmutovaLiliya,65760
4,Malahai,11100
4,MargaritaNik,205980
4,Mary222,97260
4,Mornie,11760
4,Mykolesiko,402180
4,Oleg__Trusov,95760
4,PavelMeld,420960
4,Pavel_shalnov,406560
4,PetrYurchenko,105060
4,PustotaPetr,152400
4,Pyo,411900
4,Rammi,163260
4,Ripper_1011,276720
4,RoZa,19860
4,Robur,73800
4,Safin,438180
4,SergeyNefedov,12720
4,Sevarius,175080
4,ShevchukAlex,425160
4,Sokoloid,98580
4,Toks,5520
4,Unmagian,409860
4,Vanster,450120
4,Vetik,408480
4,VirHos,438720
4,Wag0nWheels,280260
4,Yanina_K,460320
4,Ziby1010,403440
4,Zmeyoff,408840
4,_ctacukoc_,27960
4,a.m.tsitulskiy,404760
4,a.starikov,89340
4,abramova.katia,95640
4,achurkin,433320
4,adement,439560
4,ainureg,454320
4,albert_goryaeff,189480
4,alekandr.tarelkin,186300
4,alekxd,246000
4,alexandrpankratov9,528600
4,alexey_opolchenov,405120
4,alexeydukhovich,88440
4,alexiv95.95,400260
4,aliaksandr.shcharbitski,27960
4,alibek_lfc,526620
4,alimantu,535440
4,alishabr,87120
4,ananasnya,153300
4,andreiAP,418320
4,andrey91,13620
4,aniko,19740
4,ann_gerasimchik,6000
4,anyamb,193500
4,aorew,188820
4,artfowl,163860
4,artysav97,96300
4,asv715,402900
4,asyash26,105600
4,babina.daria,244860
4,badlo_v,178800
4,berlios,279600
4,biquaternion,8880
4,birlikov,411120
4,brutalfacepalm,167340
4,cherninkiy,410520
4,cmepthbiu,156540
4,cvetvitaly,97920
4,cyrus_msk,198060
4,d.a.gornostaev,245880
4,danya_hm,89940
4,dimared,409740
4,dirvuk,99840
4,dkulemin,249060
4,dmitri.silantiev,156540
4,dmitry.okhotnikov,81480
4,dominator124,14880
4,dyakin.nikolay,12000
4,empty_kettle,408420
4,erik_mv,109920
4,ermekaitygulov,169680
4,evgenyto,104160
4,evgerher1,537000
4,exotol,201180
4,fahenrgeit,159720
4,fiztehno,403740
4,fizyamat,394500
4,fizz.buzz,81720
4,folkl,103020
4,fomin.fyodor,400500
4,frantotti,87240
4,garistvlad,175320
4,gimme_danger,83280
4,gosix22,80940
4,happycookie,6540
4,happyhooter,18300
4,iavdonin,411180
4,ildarcho,200100
4,ilya_milyutin,536400
4,impersonalis,34440
4,indigo7,528060
4,ioiein,171960
4,irina_shch,277140
4,irinka_ta,270840
4,ivangood67,8520
4,kadetfrolov,100320
4,kaip,432960
4,kapibaara,158640
4,kat6123,97020
4,kay_si,266520
4,kbrodt,18120
4,kepolol,191940
4,ketzer,8280
4,kpotoh,268500
4,krveronika0191,423960
4,ksizova,450420
4,kudriashovs,249120
4,lKoteuka,16800
4,lainer991,267180
4,lena.antonova,512880
4,linatka,539040
4,llevcono,423720
4,m.shalankin,539280
4,makhanko.maksim89,104520
4,mapryl,270840
4,markhubbatulin,270720
4,marsenyi,20700
4,maryia,409260
4,matiiv,486060
4,maxima1ist,18540
4,mikhail.gashkov,73860
4,mivankin,75300
4,mlyundin,17760
4,mmcclure,272160
4,munin.evgenii,73080
4,mzav,391980
4,nati,4080
4,naumovsk,78300
4,neurophysicist,89220
4,ngkishmaria,6960
4,ningeen,62880
4,nordream,195180
4,norron,538920
4,novokolg,443220
4,obatek,63360
4,obkyrush,454380
4,okate88,395220
4,old.flanigan,250560
4,oleg.osipov,458760
4,oleg_nazarov,420900
4,olegshchegolev,413640
4,olga.novitskaya,202440
4,ooptyp,21900
4,pankratova.dasha,96960
4,pikadzilla,233460
4,plato_001,184320
4,plokoon,24180
4,polikutinevgeny,43740
4,pollytur,414120
4,qmakar,409740
4,raisedtoward,514800
4,robspb,407880
4,rodion.latypov,207360
4,roman.4erkasov,147060
4,roman.novokshanov,27540
4,rritka,191640
4,rsnetkov,182220
4,rudwell,4620
4,s.khabenko,75360
4,sabraganets,229560
4,senior-sigan,189540
4,sera,89340
4,sergey_msu,17220
4,sergeyryabukhin,111000
4,shatty,427560
4,shnon_bell,189600
4,sinyaevmaxim,267060
4,siraziev,175020
4,soldatenkoes,453780
4,soslan.tabuev,172080
4,spin_to_win,523800
4,sunman_pfc,445800
4,sviatoslavteslenko,513900
4,teazizov,185880
4,tgolubeva,538080
4,theio666,515700
4,titika2013,437640
4,tohich51,427920
4,torrero,97380
4,toryinside,133200
4,ubivawka,413160
4,user_vi,251100
4,v.lenshin,112380
4,vasikos,151620
4,viconstel,407040
4,vivaXAPOH,436500
4,vkorennoj,426360
4,vl.n.ermakov,439860
4,vladimirzenin,200640
4,vlbakulev,186660
4,vzava,439800
4,wrath90,104400
4,wunder9l,17760
4,x-exciter,140700
4,xluttiy,24660
4,ya_demidova,253200
4,yakorovka,86400
4,yashinrostislav,452580
4,yunusovev,278400
4,zitimalex,71580
4,zmazak0,448920
5,"0991798574n",92940
5,"148512",16800
5,"8michelle_weiss",248100
5,Alexander429,532980
5,Alexander_Koshelev,70020
5,AlinaZemlev,331260
5,Anastasiya.Zhyr,145500
5,Andrei_Belenko,225540
5,Anise,91020
5,Arhimisha,370620
5,Artem1989,26640
5,ArtemTsukanov,18540
5,Artem_Dronov,71880
5,Aver_Power,157980
5,Azamat_sab,14880
5,BigBossPikachu,336660
5,Bugi_bugi,496200
5,CoolHawk,366840
5,Cosinus0,153240
5,Dexter0,160680
5,DiSO,345540
5,DmitryDS,87300
5,EgorSavkin,11220
5,Egorokm19,251520
5,EienKotowaru,278940
5,Fianketto,64860
5,Gra37,424800
5,GreySS,269760
5,IMDxD,153960
5,IVyazmin,24360
5,Ignatych,540480
5,IlyaPCP,69120
5,IlyasLatypov,12960
5,Jeditem,459180
5,JessSmith,461220
5,JustML,105480
5,Karvenko,75900
5,KernelA,29880
5,KilAgen,401520
5,Kizz,28680
5,KotikKo,110880
5,KuznetsovLeonid,370260
5,Lubov_Kudrenok,350820
5,MakhmutovaLiliya,245220
5,Malahai,29580
5,MargaritaNik,30360
5,Mary222,195660
5,Mornie,24000
5,Mykolesiko,505800
5,Nubithenoob,281280
5,Oleg__Trusov,273120
5,PavelMeld,275400
5,Pavel_shalnov,267300
5,PetrYurchenko,91320
5,PustotaPetr,160320
5,Pyo,210180
5,Rammi,325320
5,Ripper_1011,185220
5,RoZa,6120
5,Robur,100800
5,Safin,294960
5,SergeyNefedov,18540
5,Sevarius,171360
5,ShevchukAlex,335340
5,Sokoloid,279240
5,Toks,3720
5,Unmagian,430560
5,Vanster,425040
5,Vetik,251760
5,VirHos,194340
5,Wag0nWheels,283860
5,Yanina_K,237840
5,Ziby1010,481260
5,Zmeyoff,349920
5,_ctacukoc_,35880
5,a.m.tsitulskiy,542280
5,a.starikov,13800
5,abramova.katia,97260
5,achurkin,266160
5,adement,348540
5,adil17ds,536400
5,ainureg,346200
5,albert_goryaeff,372180
5,alekandr.tarelkin,96420
5,alekxd,252360
5,alexandrpankratov9,535260
5,alexey_opolchenov,365160
5,alexeydukhovich,188700
5,alexiv95.95,530460
5,aliaksandr.shcharbitski,159780
5,alibek_lfc,346380
5,alimantu,534840
5,alishabr,102480
5,ananasnya,90420
5,andreiAP,532980
5,andrey91,18300
5,androidegsensation,529920
