"contest_num","nickname","min(passed_time)"
12,alekandr.tarelkin,196920
12,alekxd,436860
12,alexey_opolchenov,347220
12,alimantu,537060
12,alishabr,441000
12,ananasnya,63360
12,andreiAP,264060
12,andrey91,14100
12,androidegsensation,103200
12,aniko,34020
12,ann_gerasimchik,327000
12,artfowl,376620
12,artysav97,108120
12,asv715,230520
12,azapletin,523200
12,babina.daria,80280
12,badlo_v,529860
12,berlios,499800
12,biquaternion,4380
12,birlikov,349860
12,brutalfacepalm,98580
12,cherninkiy,356160
12,cmepthbiu,145980
12,cvetvitaly,76380
12,cyrus_msk,89520
12,d.a.gornostaev,530580
12,danya_hm,94260
12,dertty,540300
12,dirvuk,267420
12,dkulemin,417780
12,dominator124,8220
12,dyakin.nikolay,66960
12,empty_kettle,352740
12,ermekaitygulov,84900
12,evgerher1,194220
12,fahenrgeit,9240
12,fiztehno,519660
12,fizyamat,473940
12,folkl,337440
12,fomin.fyodor,377760
12,frantotti,253380
12,gimme_danger,369360
12,gosix22,170880
12,hanna_by,520500
12,happycookie,362160
12,happyhooter,17460
12,heaphop,524040
12,ildarcho,278580
12,impersonalis,125220
12,ioiein,19560
12,irina_shch,316320
12,ivangood67,8820
12,kadetfrolov,19380
12,kat6123,360240
12,kay_si,433800
12,kbrodt,16680
12,ketzer,4140
12,kpotoh,97500
12,krtch,171300
12,krveronika0191,503100
12,kudriashovs,526440
12,kushok,117060
12,lKoteuka,9300
12,lainer991,345240
12,linatka,328740
12,llevcono,518460
12,makhanko.maksim89,233820
12,mapryl,438060
12,markhubbatulin,246060
12,marsenyi,12600
12,maryia,518220
12,maxima1ist,6300
12,mikhail.gashkov,63300
12,mivankin,70500
12,mlyundin,15360
12,mmcclure,100980
12,munin.evgenii,8040
12,mzav,527220
12,nati,6660
12,naumovsk,13500
12,neurophysicist,197280
12,ngkishmaria,9540
12,ningeen,530460
12,nordream,255180
12,norron,354420
12,obatek,234480
12,obkyrush,517380
12,okate88,268080
12,old.flanigan,338460
12,oleg_nazarov,164580
12,olegshchegolev,543180
12,olga.novitskaya,370140
12,ooptyp,17580
12,pankratova.dasha,13020
12,pikadzilla,507180
12,plato_001,445200
12,plokoon,17640
12,polikutinevgeny,44040
12,pollytur,530520
12,raisedtoward,464940
12,robspb,541500
12,rodion.latypov,526620
12,roman.4erkasov,97560
12,roman.novokshanov,14280
12,rritka,273960
12,rsnetkov,518520
12,sabraganets,423780
12,semenalekhin,536160
12,sera,251220
12,sergey_msu,75780
12,sergeyryabukhin,390840
12,shatty,535140
12,shubinsa,401700
12,sinyaevmaxim,199920
12,siraziev,264240
12,soldatenkoes,450540
12,spin_to_win,442920
12,teazizov,522960
12,titika2013,366660
12,torrero,252840
12,ubivawka,233760
12,user_vi,161880
12,vasikos,347760
12,viconstel,253200
12,vivaXAPOH,116280
12,vl.n.ermakov,528660
12,vladimirzenin,436860
12,vlbakulev,361860
12,vzava,531540
12,wrath90,370680
12,wunder9l,455580
12,x-exciter,341040
12,xluttiy,194280
12,ya_demidova,165660
12,yakorovka,450480
12,yashinrostislav,365520
12,yunusovev,368940
12,zitimalex,453120
12,zmazak0,461460
13,"0991798574n",359160
13,"148512",219240
13,Alexander_Koshelev,115200
13,AlinaZemlev,346860
13,Andrei_Belenko,451080
13,Arhimisha,432300
13,Artem1989,503760
13,ArtemTsukanov,13920
13,Artem_Dronov,448440
13,Asd_zxc,410400
13,Aver_Power,240540
13,BasharovIlya,535260
13,CoolHawk,534000
13,Cosinus0,416040
13,DeutschGraf,516720
13,Egorokm19,155400
13,Fianketto,138300
13,Gra37,452580
13,GreySS,535140
13,IMDxD,85500
13,IVyazmin,263700
13,IlyaPCP,331320
13,IlyasLatypov,536820
13,Jeditem,466260
13,JessSmith,515940
13,JustML,516000
13,KernelA,21960
13,KuznetsovLeonid,361320
13,Lubov_Kudrenok,274860
13,MakhmutovaLiliya,495180
13,MargaritaNik,490860
13,Mary222,528480
13,Mornie,22680
13,Mykolesiko,444480
13,Nubithenoob,455040
13,Oleg__Trusov,530040
13,PavelMeld,374880
13,Pavel_shalnov,452820
13,PustotaPetr,277320
13,Pyo,365040
13,Rammi,360840
13,Ripper_1011,362340
13,Robur,377400
13,Safin,535320
13,SergeyNefedov,32940
13,ShevchukAlex,534420
13,Unmagian,538560
13,Vetik,511380
13,Wag0nWheels,257700
13,Zmeyoff,531240
13,_ctacukoc_,69300
13,a.m.tsitulskiy,289740
13,a.starikov,14880
13,abramova.katia,439740
13,adement,440340
13,adil17ds,533400
13,ainureg,536760
13,albert_goryaeff,503100
13,alekandr.tarelkin,196080
13,alekxd,426600
13,alexey_opolchenov,520560
13,alimantu,531240
13,alishabr,435480
13,ananasnya,75960
13,andreiAP,467580
13,andrey91,18060
13,androidegsensation,372960
13,aniko,27960
13,ann_gerasimchik,326700
13,artfowl,447960
13,artysav97,200880
13,asv715,337440
13,asyash26,281100
13,azapletin,534960
13,babina.daria,161400
13,berlios,371700
13,biquaternion,364740
13,cherninkiy,452100
13,cmepthbiu,155820
13,cvetvitaly,176520
13,cyrus_msk,372720
13,d.a.gornostaev,538080
13,danya_hm,355860
13,dirvuk,377580
13,dkulemin,489480
13,dominator124,95640
13,dyakin.nikolay,28320
13,empty_kettle,522720
13,erik_mv,328020
13,ermekaitygulov,403200
13,evgerher1,528720
13,fahenrgeit,255240
13,folkl,529260
13,fomin.fyodor,523980
13,gimme_danger,367680
13,hanna_by,503460
13,happycookie,403140
13,ildarcho,281700
13,impersonalis,119520
13,kadetfrolov,6720
13,kaip,536520
13,kay_si,528540
13,kbrodt,117180
13,ketzer,17880
13,kpotoh,457560
13,kudriashovs,524520
13,lKoteuka,18660
13,lainer991,521400
13,linatka,539940
13,llevcono,375300
13,makhanko.maksim89,348360
13,mapryl,511140
13,markhubbatulin,514620
13,maryia,539340
13,maxima1ist,327840
13,mikhail.gashkov,314340
13,mivankin,325620
13,mmcclure,511080
13,munin.evgenii,188760
13,mzav,528780
13,naumovsk,41880
13,neurophysicist,29820
13,ngkishmaria,521760
13,ningeen,532920
13,nordream,262020
13,obatek,539220
13,obkyrush,528540
13,okate88,532920
13,old.flanigan,361080
13,oleg_nazarov,360120
13,olegshchegolev,249780
13,olga.novitskaya,363180
13,ooptyp,536880
13,pankratova.dasha,171960
13,pikadzilla,520260
13,plato_001,531180
13,plokoon,185040
13,polikutinevgeny,156300
13,pollytur,451140
13,robspb,464520
13,rritka,440640
13,rsnetkov,502800
13,sabraganets,517620
13,sergey_msu,75660
13,shatty,538620
13,shubinsa,383160
13,siraziev,433920
13,soldatenkoes,513600
13,teazizov,364260
13,titika2013,416820
13,torrero,527520
13,ubivawka,318360
13,user_vi,180360
13,vasikos,440400
13,viconstel,275880
13,vkorennoj,515520
13,vl.n.ermakov,536700
13,vladimirzenin,289260
13,vzava,365400
13,wrath90,526020
13,wunder9l,463500
13,x-exciter,337200
13,xluttiy,410520
13,ya_demidova,334920
13,yakorovka,371220
13,yashinrostislav,526860
13,yunusovev,457800
13,zitimalex,506760
13,zmazak0,520680
